Injection Data File Name,Signal Name,RT,Area,Height,Compound Name
MBPR054_01_LQ1.D,FID1A,2.431,99.0351,10.4619,
MBPR054_01_LQ1.D,FID1A,2.609,50.4648,20.5383,
MBPR054_01_LQ1.D,FID1A,3.004,1177329.2500,55844.5898,
MBPR054_01_LQ1.D,FID1A,4.756,6.3727,2.4606,
MBPR054_01_LQ1.D,FID1A,5.261,3.5254,1.0344,
MBPR054_01_LQ1.D,FID1A,5.396,4.0001,2.0738,
MBPR054_01_LQ1.D,FID1A,5.441,16.1935,2.7905,
MBPR054_01_LQ1.D,FID1A,5.971,0.2503,0.1004,
MBPR054_01_LQ1.D,FID1A,6.077,3.0508,0.7262,
MBPR054_01_LQ1.D,FID1A,6.202,58.2587,7.1745,
MBPR054_01_LQ1.D,FID1A,6.388,50.2198,7.2374,
MBPR054_01_LQ1.D,FID1A,6.524,30.3060,3.7986,
MBPR054_01_LQ1.D,FID1A,7.035,23.3220,3.5811,
MBPR054_01_LQ1.D,FID1A,7.180,11.4416,1.9306,
MBPR054_01_LQ1.D,FID1A,7.469,0.1879,0.0837,
MBPR054_01_LQ1.D,FID1A,7.575,1.8239,0.4220,
MBPR054_01_LQ1.D,FID1A,7.665,0.4580,0.2345,
MBPR054_01_LQ1.D,FID1A,7.726,6.0215,0.9649,
MBPR054_01_LQ1.D,FID1A,7.887,21.1015,2.3097,
MBPR054_01_LQ1.D,FID1A,8.119,38.1216,8.8017,
MBPR054_01_LQ1.D,FID1A,8.287,4.2082,1.1572,
MBPR054_01_LQ1.D,FID1A,8.382,4.0876,0.7717,
MBPR054_01_LQ1.D,FID1A,8.574,20.3017,3.5697,
MBPR054_01_LQ1.D,FID1A,8.731,34.4063,5.6503,
MBPR054_01_LQ1.D,FID1A,8.995,0.3664,0.1946,
MBPR054_01_LQ1.D,FID1A,9.118,1.3880,0.6156,
MBPR054_01_LQ1.D,FID1A,9.157,2.8373,0.7160,
MBPR054_01_LQ1.D,FID1A,9.264,4.1582,1.0966,
MBPR054_01_LQ1.D,FID1A,9.355,8.5239,1.7926,
MBPR054_01_LQ1.D,FID1A,9.543,1.0357,0.3777,
MBPR054_01_LQ1.D,FID1A,9.611,0.5766,0.2372,
MBPR054_01_LQ1.D,FID1A,9.738,1.3487,0.4527,
