,Component RT,Compound Name,Formula,Match Factor,Previous Best Compound Name,Previous Best Formula,Previous Best Match Factor,Previous Worst Compound Name,Previous Worst Formula,Previous Worst Match Factor
0,2.41326599511136,No Match,,,1H-Tetrazole,CH2N4,52.7010026527633,Borane carbonyl,CH3BO,50.3564356762526
1,2.4293,No Match,,,(2-Aziridinylethyl)amine,C4H10N2,81.3408839086411,"1-Octanamine, N-methyl-",C9H21N,60.5383698866342
2,2.4376,No Match,,,"2-Propanol, 1-amino-, (S)-",C3H9NO,51.4569062499729,"2-Propanol, 1-amino-, (R)-",C3H9NO,51.0293889055656
3,2.4811,Acetaldehyde,C2H4O,80.0620512432908,"Propane, 2-nitro-",C3H7NO2,81.3262490681947,Acetaldehyde,C2H4O,80.0340194125994
4,2.556,Isobutane,C4H10,99.2739588317895,Isobutane,C4H10,99.2739588317895,Isobutane,C4H10,97.6681562331927
5,2.6271,Butane,C4H10,98.8223568069582,Butane,C4H10,98.8223568069582,Butane,C4H10,93.2620419978782
6,2.6581,2-Propenal,C3H4O,85.7630131509556,2-Propenal,C3H4O,85.7630131509556,2-Propenal,C3H4O,72.1954218676792
7,2.7011,2-Butene,C4H8,96.1323481779535,2-Butene,C4H8,96.1323481779535,"2-Butene, (E)-",C4H8,95.940619432724
8,2.8133,"2-Butene, 2-methyl-",C5H10,93.6159408561724,"2-Butene, 2-methyl-",C5H10,93.6159408561724,"2-Pentene, (Z)-",C5H10,87.4002746875425
9,2.8817,"Butane, 2-methyl-",C5H12,97.565970928058,"Butane, 2-methyl-",C5H12,97.565970928058,Pentane,C5H12,93.8284229812176
10,2.9762,"Oxetane, 3-(1-methylethyl)-",C6H12O,69.4843929917238,"Oxetane, 3-(1-methylethyl)-",C6H12O,69.4843929917238,1-Hepten-3-one,C7H12O,63.3412512722048
11,3.0114,Propanal,C3H6O,73.5611728636993,"Ethylamine, 2-((p-bromo-.alpha.-methyl-.alpha.-phenylbenzyl)oxy)-N,N-dimethyl-",C18H22BrNO,81.3731839986966,Etilefrine,C10H15NO2,73.1796594579422
12,3.0267,Pentane,C5H12,98.6469497766869,Pentane,C5H12,98.6469497766869,"1H,1H-Heptafluorobutyl acrylate",C7H5F7O2,51.1018432430909
13,3.0963,2-Methyl-1-butene,C5H10,97.5862104816388,2-Methyl-1-butene,C5H10,97.5862104816388,"1-Butene, 3-methyl-",C5H10,74.0823574428067
14,3.1892,"Cyclopropane, 1,2-dimethyl-, cis-",C5H10,98.886453515695,"Cyclopropane, 1,2-dimethyl-, cis-",C5H10,98.886453515695,2-Methyl-1-butene,C5H10,97.920749743111
15,3.2924,"Butane, 2,2-dimethyl-",C6H14,98.9473169989517,"Butane, 2,2-dimethyl-",C6H14,98.9473169989517,"Butane, 2,2-dimethyl-",C6H14,97.8102922575169
16,3.5365,"Pentane, 3-methylene-",C6H12,90.8623819282144,"Pentane, 3-methylene-",C6H12,90.8623819282144,"2-Pentene, 3-methyl-, (Z)-",C6H12,89.8279375565519
17,3.5421,"2-Butene, 2,3-dimethyl-",C6H12,87.7894932021047,"2-Butene, 2,3-dimethyl-",C6H12,87.7894932021047,"2-Pentene, 2-methyl-",C6H12,85.1340672800754
18,3.6053,"Butane, 2,3-dimethyl-",C6H14,96.6707662743689,"Butane, 2,3-dimethyl-",C6H14,96.6707662743689,"Butane, 2,3-dimethyl-",C6H14,95.606819974935
19,3.6494,"Pentane, 2-methyl-",C6H14,98.6383261922799,"Pentane, 2-methyl-",C6H14,98.6383261922799,"Pentane, 2-methyl-",C6H14,96.701342023158
20,3.6998,2-Nonen-4-one,C9H16O,59.9892690686516,2-Nonen-4-one,C9H16O,59.9892690686516,"2-Azetidinone, 3,3,4,4-tetramethyl-",C7H13NO,55.3825236457254
21,3.8464,"Pentane, 3-methyl-",C6H14,99.2342879590556,"Pentane, 3-methyl-",C6H14,99.2342879590556,"Hexane, 2,2,3-trimethyl-",C9H20,93.3023132413447
22,3.9651,Cyclohexane,C6H12,93.3361355027601,Cyclohexane,C6H12,93.3361355027601,Cyclohexane,C6H12,80.6451033042023
23,4.1139,n-Hexane,C6H14,97.2896804241298,2-Ethyl-oxetane,C5H10O,98.1869269703584,n-Hexane,C6H14,94.0393932702302
24,4.2496,"2-Propenoic acid, ethenyl ester",C5H6O2,76.8489064562094,"1-[(1-Oxo-2-propenyl)oxy]-2,5-pyrrolidinedione",C7H7NO4,78.6215319025815,"2-Propenoic acid, ethenyl ester",C5H6O2,69.8182023045282
25,4.2922,"1-Butene, 2,3-dimethyl-",C6H12,97.1561909987308,"1-Butene, 2,3-dimethyl-",C6H12,97.1561909987308,"2-Pentene, 4-methyl-, (Z)-",C6H12,93.0747192365337
26,4.3522,"2-Pentene, 3-methyl-",C6H12,96.208622276203,"2-Pentene, 3-methyl-",C6H12,96.208622276203,"1-Butene, 2,3-dimethyl-",C6H12,89.1425164426028
27,4.4342,2-Hexene,C6H12,92.9272166650286,2-Hexene,C6H12,92.9272166650286,"3-Hexene, (E)-",C6H12,80.7685237910926
28,4.5594,Cyclohexane,C6H12,89.6760264194034,"Hexanal, 3,3-dimethyl-",C8H16O,89.8193482871463,Cyclohexane,C6H12,85.088263588668
29,4.6464,No Match,,,"1H-Pyrazole, 4,5-dihydro-4,5-dimethyl-",C5H10N2,60.2609773002021,"1H-Pyrazole, 4,5-dihydro-4,5-dimethyl-",C5H10N2,56.1710345570903
