#"+EI TIC Scan MBPR055_01_LQ1.d "
#Point,X(Minutes),Y(Counts)
0,0.101,0.32307224939252
1,0.108,0.310018691583841
2,0.114,0.29697835926433
3,0.121,0.287257624725951
4,0.127,0.273185704251347
5,0.134,0.257077058444891
6,0.140,0.243838343787862
7,0.146,0.23432921707617
8,0.153,0.227875178362253
9,0.159,0.218366051650561
10,0.166,0.205867964386932
11,0.172,0.198422013985426
12,0.179,0.197020112133632
13,0.185,0.196213357294393
14,0.192,0.191293475323948
15,0.198,0.186889387431051
16,0.205,0.188635152001208
17,0.211,0.18806645596699
18,0.218,0.178597005722801
19,0.224,0.169101104500277
20,0.231,0.163956389213979
21,0.237,0.160769046324524
22,0.244,0.162316428557164
23,0.250,0.163467046114768
24,0.256,0.160068095398627
25,0.263,0.156761723106662
26,0.269,0.155465625168212
27,0.276,0.15374631157639
28,0.282,0.14910416487847
29,0.289,0.145824243564841
30,0.295,0.146802929763262
31,0.302,0.144038802527179
32,0.308,0.142094655619504
33,0.315,0.140983714529403
34,0.321,0.140415018495185
35,0.328,0.139462783275099
36,0.334,0.139476008764267
37,0.341,0.13921149898091
38,0.347,0.140745655724382
39,0.353,0.141036616486075
40,0.360,0.139185048002574
41,0.366,0.138695704903363
42,0.373,0.136196087450638
43,0.379,0.136129960004798
44,0.386,0.136632528593177
45,0.392,0.136420920766491
46,0.399,0.135389332611398
47,0.405,0.136566401147338
48,0.412,0.13556126397058
49,0.418,0.131329107436864
50,0.425,0.134000656248773
51,0.431,0.136156410983134
52,0.438,0.130760411402646
53,0.444,0.12703082345731
54,0.451,0.125086676549634
55,0.457,0.126316647042245
56,0.463,0.126237294107238
57,0.470,0.126872117587295
58,0.476,0.127268882262331
59,0.483,0.128736911559964
60,0.489,0.129543666399203
61,0.496,0.127546617534856
62,0.502,0.125456990246334
63,0.509,0.12275899045609
64,0.515,0.122679637521083
65,0.522,0.126885343076463
66,0.528,0.12659438231477
67,0.535,0.129490764442532
68,0.541,0.128406274330767
69,0.548,0.128128539058242
70,0.554,0.127110176392317
71,0.560,0.125007323614627
72,0.567,0.124544431493752
73,0.573,0.121251284690954
74,0.580,0.121581921920151
75,0.586,0.120391627895043
76,0.593,0.121502568985143
77,0.599,0.122904470836937
78,0.606,0.125377637311327
79,0.612,0.122772215945258
80,0.619,0.12109257882094
81,0.625,0.119399716207453
82,0.632,0.120219696535861
83,0.638,0.12010066713335
84,0.645,0.118209422182346
85,0.651,0.114955951847052
86,0.658,0.114122746029477
87,0.664,0.115365942011256
88,0.670,0.11861941234655
89,0.677,0.118751667238228
90,0.683,0.119042627999921
91,0.690,0.115061755760395
92,0.696,0.113077932385216
93,0.703,0.114188873475316
94,0.709,0.115643677283781
95,0.716,0.11855328490071
96,0.722,0.11892359859741
97,0.729,0.119121980934928
98,0.735,0.120801618059247
99,0.742,0.121171931755947
100,0.748,0.121330637625961
101,0.755,0.119188108380768
102,0.761,0.117944912398989
103,0.767,0.119664225990811
104,0.774,0.119783255393321
105,0.780,0.118711990770725
106,0.787,0.117482020278114
107,0.793,0.117389441853939
108,0.800,0.117772981039806
109,0.806,0.123142529641958
110,0.813,0.123367362957812
111,0.819,0.119968412241671
112,0.826,0.120986774907597
113,0.832,0.122269647356879
114,0.839,0.120338725938372
115,0.845,0.115088206738731
116,0.852,0.113633402930266
117,0.858,0.112720844177683
118,0.865,0.11039315808414
119,0.871,0.109665756179907
120,0.877,0.110115422811615
121,0.884,0.109149962102361
122,0.890,0.113673079397769
123,0.897,0.115313040054584
124,0.903,0.113183736298559
125,0.910,0.113130834341887
126,0.916,0.114889824401213
127,0.923,0.115260138097913
128,0.929,0.115365942011256
129,0.936,0.112826648091026
130,0.942,0.112072795208458
131,0.949,0.113805334289448
132,0.955,0.113501148038587
133,0.962,0.111080883520869
134,0.968,0.107972893566421
135,0.974,0.107192589705517
136,0.981,0.107972893566421
137,0.987,0.110221226724958
138,0.994,0.113038255917712
139,1.000,0.116252049785502
140,1.007,0.116318177231342
141,1.013,0.117058804624742
142,1.020,0.120933872950925
143,1.026,0.121066127842604
144,1.033,0.120219696535861
145,1.039,0.119346814250782
146,1.046,0.115604000816277
147,1.052,0.114757569509534
148,1.059,0.115458520435431
149,1.065,0.113871461735287
150,1.072,0.112760520645187
151,1.078,0.110485736508315
152,1.084,0.110842824715847
153,1.091,0.109784785582418
154,1.097,0.110062520854943
155,1.104,0.110789922759176
156,1.110,0.112548912818501
157,1.117,0.114519510704513
158,1.123,0.116384304677181
159,1.130,0.115313040054584
160,1.136,0.112152148143465
161,1.143,0.109546726777397
162,1.149,0.106412285844613
163,1.156,0.105737785897053
164,1.162,0.107959668077253
165,1.169,0.110803148248343
166,1.175,0.112535687329333
167,1.181,0.115392392989591
168,1.188,0.114321128366995
169,1.194,0.111834736403437
170,1.201,0.109811236560754
171,1.207,0.109731883625747
172,1.214,0.111953765805947
173,1.220,0.115061755760395
174,1.227,0.115246912608745
175,1.233,0.116106569404656
176,1.240,0.118447480987367
177,1.246,0.117005902668071
178,1.253,0.115352716522088
179,1.259,0.113593726462762
180,1.266,0.114096295051141
181,1.272,0.112509236350998
182,1.279,0.112879550047698
183,1.285,0.115035304782059
184,1.291,0.11533949103292
185,1.298,0.113395344125244
186,1.304,0.110935403140022
187,1.311,0.1095864032449
188,1.317,0.109943491452432
189,1.324,0.113633402930266
190,1.330,0.114307902877827
191,1.337,0.110842824715847
192,1.343,0.111252814880051
193,1.350,0.112271177545976
194,1.356,0.112839873580194
195,1.363,0.111993442273451
196,1.369,0.111437971728401
197,1.376,0.109440922864054
198,1.382,0.11039315808414
199,1.388,0.109017707210682
200,1.395,0.108052246501428
201,1.401,0.110128648300783
202,1.408,0.111662805044254
203,1.414,0.110049295365775
204,1.421,0.112363755970151
205,1.427,0.113620177441098
206,1.434,0.115471745924599
207,1.440,0.115101432227898
208,1.447,0.112152148143465
209,1.453,0.111543775641744
210,1.460,0.110842824715847
211,1.466,0.109559952266564
212,1.473,0.111464422706737
213,1.479,0.111742157979262
214,1.486,0.11194054031678
215,1.492,0.111953765805947
216,1.498,0.113620177441098
217,1.505,0.114268226410323
218,1.511,0.112707618688516
219,1.518,0.11175538346843
220,1.524,0.112707618688516
221,1.531,0.114334353856162
222,1.537,0.11150409917424
223,1.544,0.108938354275675
