Injection Data File Name,Signal Name,RT,Area,Height,Compound Name
LOHC008_01.D,FID1A,2.413,85.7224,8.9321,
LOHC008_01.D,FID1A,2.593,19.7819,7.4539,
LOHC008_01.D,FID1A,3.047,1342183.5000,58604.1836,
LOHC008_01.D,FID1A,5.387,0.3405,0.2177,
LOHC008_01.D,FID1A,6.070,0.5010,0.1269,
LOHC008_01.D,FID1A,6.199,6.8983,0.9138,
LOHC008_01.D,FID1A,6.388,7.7514,0.8697,
LOHC008_01.D,FID1A,7.033,0.9271,0.3095,
LOHC008_01.D,FID1A,7.101,3.6328,0.4139,
LOHC008_01.D,FID1A,7.573,0.0674,0.0322,
LOHC008_01.D,FID1A,7.636,0.3001,0.0760,
LOHC008_01.D,FID1A,7.723,0.5674,0.1050,
LOHC008_01.D,FID1A,7.889,1.4405,0.1895,
LOHC008_01.D,FID1A,8.125,40.2891,8.8642,
LOHC008_01.D,FID1A,8.573,1.6657,0.2693,
LOHC008_01.D,FID1A,8.732,1.5212,0.2415,
LOHC008_01.D,FID1A,9.267,0.5320,0.1353,
LOHC008_01.D,FID1A,9.354,0.6636,0.1245,
LOHC008_01.D,FID1A,9.732,0.0821,0.0226,
LOHC008_01.D,FID1A,9.946,1.0700,0.1860,
LOHC008_01.D,FID1A,10.078,0.2536,0.0637,
LOHC008_01.D,FID1A,10.546,3.0924,0.7255,
LOHC008_01.D,FID1A,10.723,12.7120,2.7005,
LOHC008_01.D,FID1A,10.834,5.2164,1.3720,
LOHC008_01.D,FID1A,11.070,3.3816,0.9629,
LOHC008_01.D,FID1A,11.328,15.9179,3.5754,
LOHC008_01.D,FID1A,11.597,0.1500,0.0655,
LOHC008_01.D,FID1A,11.654,0.4373,0.1254,
LOHC008_01.D,FID1A,11.748,0.0811,0.0395,
LOHC008_01.D,FID1A,11.884,1.8224,0.4627,
LOHC008_01.D,FID1A,12.012,0.1483,0.0521,
LOHC008_01.D,FID1A,12.140,0.6214,0.1775,
LOHC008_01.D,FID1A,12.374,0.7512,0.1717,
LOHC008_01.D,FID1A,12.468,1.3060,0.2420,
LOHC008_01.D,FID1A,12.584,0.1812,0.0832,
LOHC008_01.D,FID1A,12.637,0.5033,0.2082,
LOHC008_01.D,FID1A,12.695,0.8273,0.2746,
LOHC008_01.D,FID1A,12.783,1.6017,0.5081,
LOHC008_01.D,FID1A,12.859,0.2974,0.1257,
LOHC008_01.D,FID1A,12.923,1.1477,0.3056,
LOHC008_01.D,FID1A,13.025,2.3764,0.9059,
LOHC008_01.D,FID1A,13.122,2.2324,0.9209,
LOHC008_01.D,FID1A,13.218,0.6433,0.2638,
LOHC008_01.D,FID1A,13.260,0.3503,0.1950,
LOHC008_01.D,FID1A,13.327,1.9289,0.7005,
LOHC008_01.D,FID1A,13.397,5.4863,1.9038,
LOHC008_01.D,FID1A,13.500,3.3382,1.2767,
LOHC008_01.D,FID1A,13.570,2.5680,1.1289,
LOHC008_01.D,FID1A,13.672,2.4262,0.8417,
LOHC008_01.D,FID1A,13.779,0.9491,0.4816,
LOHC008_01.D,FID1A,13.837,0.9480,0.4381,
LOHC008_01.D,FID1A,13.919,1.0589,0.5019,
LOHC008_01.D,FID1A,14.005,7.8831,3.1083,
LOHC008_01.D,FID1A,14.069,4.5962,2.6793,
LOHC008_01.D,FID1A,14.134,3.5295,1.6150,
LOHC008_01.D,FID1A,14.242,5.0792,3.0812,
LOHC008_01.D,FID1A,14.271,5.5492,2.8297,
LOHC008_01.D,FID1A,14.543,0.2134,0.0659,
LOHC008_01.D,FID1A,14.636,37.2066,22.6548,
LOHC008_01.D,FID1A,14.686,444.0235,258.5838,
LOHC008_01.D,FID1A,14.893,0.2333,0.0389,
LOHC008_01.D,FID1A,15.020,0.1511,0.0642,
LOHC008_01.D,FID1A,15.098,0.0797,0.0335,
LOHC008_01.D,FID1A,15.148,0.0402,0.0214,
