,Component RT,Compound Name,Formula,Match Factor,Previous Best Compound Name,Previous Best Formula,Previous Best Match Factor,Previous Worst Compound Name,Previous Worst Formula,Previous Worst Match Factor
0,39.1981,No Match,,,"Cyclotrisiloxane, hexamethyl-",C6H18O3Si3,64.8075054829729,"Cyclotrisiloxane, hexamethyl-",C6H18O3Si3,56.0722095410374
1,39.1923,"11,12-Dihydroxyseychellane",C15H26O2,50.2603149653115,"11,12-Dihydroxyseychellane",C15H26O2,50.2603149653115,"11,12-Dihydroxyseychellane",C15H26O2,50.2603149653115
2,38.9609,No Match,,,"Benzamide, N-(4-methoxyphenyl)-2,3,4-trifluoro-",C14H10F3NO2,52.3856764930445,1-Tributylsilyloxytridec-2-yne,C25H50OSi,52.1950727132895
3,38.7721,No Match,,,"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative",C24H36O2Si2,81.1146166183267,"4-tert-Butylphenol, TMS derivative",C13H22OSi,55.0998236844617
4,38.7509,No Match,,,"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative",C24H36O2Si2,59.0379426034383,"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative",C24H36O2Si2,58.639058753937
5,38.551651210404,No Match,,,4-Iodo-1-methylpyrazole,C4H5IN2,50.5530049706878,4-Iodo-1-methylpyrazole,C4H5IN2,50.5530049706878
6,38.5145347521125,No Match,,,"2'-Hydroxypropiophenone, TMS derivative",C12H18O2Si,54.5870674501486,"2'-Hydroxypropiophenone, TMS derivative",C12H18O2Si,54.5870674501486
7,38.3439,No Match,,,3-Phenylindole,C14H11N,54.9913946791178,9-Phenanthrenamine,C14H11N,52.3327933763028
8,38.2519,"1-(3-Hydroxy-4-methylphenyl)-1,3,3,6-tetramethylindan-5-ol",C20H24O2,51.3637439159574,"1-(3-Hydroxy-4-methylphenyl)-1,3,3,6-tetramethylindan-5-ol",C20H24O2,51.3637439159574,"1-(3-Hydroxy-4-methylphenyl)-1,3,3,6-tetramethylindan-5-ol",C20H24O2,51.3637439159574
9,38.1019,No Match,,,"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative",C24H36O2Si2,71.8340814922249,"4-tert-Butylphenol, TMS derivative",C13H22OSi,50.8669733358827
10,38.0941,No Match,,,"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative",C24H36O2Si2,66.9607109114147,"Cyclotrisiloxane, hexamethyl-",C6H18O3Si3,54.7942530990166
11,38.0656,No Match,,,"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative",C24H36O2Si2,62.2947097854675,"Cyclotrisiloxane, hexamethyl-",C6H18O3Si3,53.841583064476
12,37.3572,No Match,,,"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative",C24H36O2Si2,62.4698408846799,4-Methyl-2-trimethylsilyloxy-acetophenone,C12H18O2Si,54.794570397558
13,36.7122,No Match,,,"Pyrrole, 2-methyl-5-phenyl-",C11H11N,62.1443547597514,1-Amino-2-methylnaphthalene,C11H11N,56.3784683058824
14,36.4843,"1,3,3-Trimethyl-1-(4'-methoxyphenyl)-6-methoxyindane",C20H24O2,53.9302160244308,"1,3,3-Trimethyl-1-(4'-methoxyphenyl)-6-methoxyindane",C20H24O2,53.9302160244308,"N-Ethyl-2-methyl-5-(5-methyl-1,2,4-oxadiazol-3-yl)benzenesulfonamide",C12H15N3O3S,51.923439546523
15,36.2866,No Match,,,"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative",C24H36O2Si2,57.5607290770579,"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative",C24H36O2Si2,57.5607290770579
16,35.4380215171971,No Match,,,Brallobarbital,C10H11BrN2O3,52.0347998471985,Brallobarbital,C10H11BrN2O3,52.0347998471985
17,35.4162,"5-Benzofuranpropanol, 2-(1,3-benzodioxol-5-yl)-7-methoxy-",C19H18O5,60.3513486160401,"5-Benzofuranpropanol, 2-(1,3-benzodioxol-5-yl)-7-methoxy-",C19H18O5,60.3513486160401,"3,6-Bis-dimethylaminomethyl-2,7-dihydroxy-fluoren-9-one",C19H22N2O3,50.5846019622594
18,35.1565,No Match,,,"Benzamide, N-(4-methoxyphenyl)-2,3,4-trifluoro-",C14H10F3NO2,53.1489972839711,"Benzamide, N-(4-methoxyphenyl)-2,3,4-trifluoro-",C14H10F3NO2,53.1489972839711
19,34.7873646919502,No Match,,,"Silane, triethyl(pentafluorophenyl)-",C12H15F5Si,53.478796071876,"Silane, triethyl(pentafluorophenyl)-",C12H15F5Si,53.478796071876
20,34.7052,No Match,,,Brallobarbital,C10H11BrN2O3,51.3111137277855,Brallobarbital,C10H11BrN2O3,51.3111137277855
21,34.318,No Match,,,"Pyrrole, 2-methyl-5-phenyl-",C11H11N,63.5882947816336,Menazon,C6H12N5O2PS2,50.7069481516947
22,34.1301,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,64.0846375726326,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,64.0846375726326,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,61.9001297102525
23,34.1249846980126,No Match,,,4-Iodo-1-methyl-3-nitropyrazole,C4H4IN3O2,54.6087040286669,4-Iodo-1-methyl-3-nitropyrazole,C4H4IN3O2,54.6087040286669
24,33.8781,No Match,,,"s-(-)-2,2'-Bis[diphenylphosphino]-1,1'-binaphthyl",C44H32P2,57.4115279310585,"2,2-Bis(3-allyl-4-hydroxyphenyl)propane, bis(trimethylsilyl) ether",C27H40O2Si2,52.1096685337527
25,33.6601,No Match,,,"Disulfide, 2-(trifluoromethyl)benzyl 3-fluorophenyl",C14H10F4S2,57.9041146314673,"Disulfide, 2-(trifluoromethyl)benzyl 4-fluorophenyl",C14H10F4S2,57.1961796927195
26,33.5702903067369,No Match,,,1-Ethylamino-1-butylcyclohexane,C12H25N,53.6956053682884,1-Ethylamino-1-butylcyclohexane,C12H25N,53.6956053682884
27,33.5267,No Match,,,"1,2,4-Triazole-5(4H)-thione, 3-benzyl-4-methyl-1-(1,4,8-dioxaza[4.5]dec-8-ylmethyl)-",C18H24N4O2S,53.4651437118464,"3-Phenylpropanamide, N-(2-phenylethyl)-N-nonyl-",C26H37NO,50.0590281973514
28,33.3161881382626,No Match,,,"2-Thiophenecarboxylic acid, 5-amino-, methyl ester",C6H7NO2S,60.7406644932924,"2-Thiophenecarboxylic acid, 5-amino-, methyl ester",C6H7NO2S,60.7406644932924
