,Component RT,Compound Name,Formula,Match Factor,Previous Best Compound Name,Previous Best Formula,Previous Best Match Factor,Previous Worst Compound Name,Previous Worst Formula,Previous Worst Match Factor
169,2.4147,Oxygen,O2,84.55661865,Oxygen,O2,84.55661865,Oxygen,O2,84.5235678
168,2.4327,No Match,,,(2-Aziridinylethyl)amine,C4H10N2,80.97355303,1-(2-Aminopropoxy)-2-methoxyethane,C6H15NO2,56.61242881
167,2.4849,Acetaldehyde,C2H4O,78.11686424,Acetaldehyde,C2H4O,78.11686424,Ethylene oxide,C2H4O,71.41377591
166,2.5614,Isobutane,C4H10,99.09855028,Isobutane,C4H10,99.09855028,Isobutane,C4H10,97.52396343
165,2.6157,2-Propenal,C3H4O,82.95863363,2-Propenal,C3H4O,82.95863363,Aminoacetonitrile,C2H4N2,67.66349539
164,2.6319,Butane,C4H10,97.8059572,Butane,C4H10,97.8059572,"1-Propene, 3-bromo-",C3H5Br,59.81425958
163,2.6639,2-Propenal,C3H4O,79.18220647,2-Propenal,C3H4O,79.18220647,Aminoacetonitrile,C2H4N2,71.98525333
162,2.7066,2-Butene,C4H8,98.00180134,2-Butene,C4H8,98.00180134,"2-Butene, (E)-",C4H8,97.74714034
161,2.82,2-Methyl-1-butene,C5H10,97.08623491,2-Methyl-1-butene,C5H10,97.08623491,"2-Pentene, (Z)-",C5H10,93.96216357
160,2.8882,"Butane, 2-methyl-",C5H12,97.42397657,"Butane, 2-methyl-",C5H12,97.42397657,Pentane,C5H12,93.55146336
159,2.9853,"Cyclobutane, 1,1,2,3,3-pentamethyl-",C9H18,64.75858892,"Cyclobutane, 1,1,2,3,3-pentamethyl-",C9H18,64.75858892,1-Octen-3-one,C8H14O,58.34785329
158,3.0275,"Cyclobutane, 1,1,2,3,3-pentamethyl-",C9H18,68.85282537,"Cyclobutane, 1,1,2,3,3-pentamethyl-",C9H18,68.85282537,2-Propenenitrile,C3H3N,55.42997095
157,3.0354,Pentane,C5H12,96.85836968,Pentane,C5H12,96.85836968,Pentane,C5H12,88.05624765
156,3.1058,"2-Pentene, (Z)-",C5H10,98.16935874,"2-Pentene, (Z)-",C5H10,98.16935874,"Cyclopropane, 1,2-dimethyl-, cis-",C5H10,97.60517184
155,3.1422,2-Nonen-4-one,C9H16O,62.56089198,2-Nonen-4-one,C9H16O,62.56089198,"1H-Pyrazole, 4,5-dihydro-5-methyl-",C4H8N2,57.31285852
154,3.1991,"Cyclopropane, 1,2-dimethyl-, cis-",C5H10,98.93317825,"Cyclopropane, 1,2-dimethyl-, cis-",C5H10,98.93317825,2-Methyl-1-butene,C5H10,97.98935796
153,3.3038,"Butane, 2,2-dimethyl-",C6H14,99.19636073,"Butane, 2,2-dimethyl-",C6H14,99.19636073,"Butane, 2,2-dimethyl-",C6H14,97.437291
152,3.5503,"Pentane, 3-methylene-",C6H12,94.6354507,"Pentane, 3-methylene-",C6H12,94.6354507,"Oxetane, 3,3-dimethyl-",C5H10O,72.00855105
151,3.5556,3-Ethyl-2-methyl-1-heptene,C10H20,68.32321816,"2-Methylthiolane, S,S-dioxide",C5H10O2S,74.27808635,"2-Pentene, 3-methyl-",C6H12,66.67616071
150,3.6188,"Butane, 2,3-dimethyl-",C6H14,97.04045964,"Butane, 2,3-dimethyl-",C6H14,97.04045964,"Butane, 2,3-dimethyl-",C6H14,95.60534782
149,3.6667,"Pentane, 2-methyl-",C6H14,99.14647486,"Pentane, 2-methyl-",C6H14,99.14647486,"Pentane, 2-methyl-",C6H14,96.17446136
