Injection Data File Name,Signal Name,RT,Area,Height,Compound Name
F-001-1-MBPR039_01.D,FID1A,0.016,0.0985,0.1172,
F-001-1-MBPR039_01.D,FID1A,0.516,0.0418,0.0634,
F-001-1-MBPR039_01.D,FID1A,1.25,4288.1553,4578.46,
F-001-1-MBPR039_01.D,FID1A,1.279,83428.3125,72963.6563,
F-001-1-MBPR039_01.D,FID1A,1.407,56118.7109,52525.5547,
F-001-1-MBPR039_01.D,FID1A,1.463,3600.7461,2368.0549,
F-001-1-MBPR039_01.D,FID1A,1.525,1132.0519,1104.9534,
F-001-1-MBPR039_01.D,FID1A,1.564,105.9013,115.3594,
F-001-1-MBPR039_01.D,FID1A,1.698,18631.2949,13977.5742,
F-001-1-MBPR039_01.D,FID1A,1.766,5288.0298,4837.418,
F-001-1-MBPR039_01.D,FID1A,1.803,60.9161,73.6897,
F-001-1-MBPR039_01.D,FID1A,1.856,1026.0499,965.7031,
F-001-1-MBPR039_01.D,FID1A,1.912,562.3512,271.2805,
F-001-1-MBPR039_01.D,FID1A,2.001,253.7886,245.4393,
F-001-1-MBPR039_01.D,FID1A,2.043,2214.2847,1760.262,
F-001-1-MBPR039_01.D,FID1A,2.151,3.4447,3.5626,
F-001-1-MBPR039_01.D,FID1A,2.186,24.1,23.134,
F-001-1-MBPR039_01.D,FID1A,2.254,77.7355,46.5697,
F-001-1-MBPR039_01.D,FID1A,2.317,19.2842,24.8007,
F-001-1-MBPR039_01.D,FID1A,2.355,5883.4717,3932.4492,
F-001-1-MBPR039_01.D,FID1A,2.433,1619.8563,1593.2295,
F-001-1-MBPR039_01.D,FID1A,2.513,171.4298,153.5834,
F-001-1-MBPR039_01.D,FID1A,2.542,193.1577,148.4738,
F-001-1-MBPR039_01.D,FID1A,2.57,90.5214,61.823,
F-001-1-MBPR039_01.D,FID1A,2.678,331.4456,276.9384,
F-001-1-MBPR039_01.D,FID1A,2.728,185.7545,96.3144,
F-001-1-MBPR039_01.D,FID1A,2.813,54.3873,43.3525,
F-001-1-MBPR039_01.D,FID1A,2.859,47.105,38.2064,
F-001-1-MBPR039_01.D,FID1A,2.938,447.1234,344.9261,
F-001-1-MBPR039_01.D,FID1A,3.034,589.5125,512.0578,
F-001-1-MBPR039_01.D,FID1A,3.058,444.5403,376.405,
F-001-1-MBPR039_01.D,FID1A,3.147,59.1789,48.1275,
F-001-1-MBPR039_01.D,FID1A,3.241,36.6606,25.4295,
F-001-1-MBPR039_01.D,FID1A,3.267,14.8509,12.3235,
F-001-1-MBPR039_01.D,FID1A,3.314,9.6813,6.2298,
F-001-1-MBPR039_01.D,FID1A,3.346,26.0854,13.5837,
F-001-1-MBPR039_01.D,FID1A,3.407,137.3484,101.925,
F-001-1-MBPR039_01.D,FID1A,3.486,950.3459,609.0117,
F-001-1-MBPR039_01.D,FID1A,3.591,337.6334,273.2224,
F-001-1-MBPR039_01.D,FID1A,3.65,170.4638,86.4858,
F-001-1-MBPR039_01.D,FID1A,3.717,29.7819,24.1798,
F-001-1-MBPR039_01.D,FID1A,3.762,7.8017,6.7563,
F-001-1-MBPR039_01.D,FID1A,3.794,34.5626,27.1771,
F-001-1-MBPR039_01.D,FID1A,3.827,32.0727,19.3653,
F-001-1-MBPR039_01.D,FID1A,3.887,7.0066,5.6309,
F-001-1-MBPR039_01.D,FID1A,3.926,35.2898,25.5042,
F-001-1-MBPR039_01.D,FID1A,3.973,62.7753,50.7609,
F-001-1-MBPR039_01.D,FID1A,4.038,80.4101,52.4659,
F-001-1-MBPR039_01.D,FID1A,4.123,27.1481,15.7549,
F-001-1-MBPR039_01.D,FID1A,4.192,16.7904,12.7618,
F-001-1-MBPR039_01.D,FID1A,4.243,3.1439,2.6543,
F-001-1-MBPR039_01.D,FID1A,4.304,39.9566,30.1995,
F-001-1-MBPR039_01.D,FID1A,4.348,7.3447,5.0663,
F-001-1-MBPR039_01.D,FID1A,4.403,85.8758,56.7857,
F-001-1-MBPR039_01.D,FID1A,4.467,19.1026,13.4225,
F-001-1-MBPR039_01.D,FID1A,4.507,118.8577,85.8766,
F-001-1-MBPR039_01.D,FID1A,4.546,18.8107,13.2593,
F-001-1-MBPR039_01.D,FID1A,4.61,11.8595,6.3402,
