,Component RT,Compound Name,Formula,Match Factor,Previous Best Compound Name,Previous Best Formula,Previous Best Match Factor,Previous Worst Compound Name,Previous Worst Formula,Previous Worst Match Factor
0,38.31330822,"Acenaphthylidene, 1,1'-bis-",C24H16,55.61428061,"Acenaphthylidene, 1,1'-bis-",C24H16,55.61428061,"Acenaphthylidene, 1,1'-bis-",C24H16,55.61428061
1,37.4129619,"Acenaphthylidene, 1,1'-bis-",C24H16,53.92527959,"Acenaphthylidene, 1,1'-bis-",C24H16,53.92527959,"Acenaphthylidene, 1,1'-bis-",C24H16,53.92527959
2,32.3276,"8H-Indeno[2,1-b]phenanthrene",C21H14,80.05626608,"8H-Indeno[2,1-b]phenanthrene",C21H14,80.05626608,"Perylene, 3-methyl-",C21H14,67.80473139
3,32.3083,"8H-Indeno[2,1-b]phenanthrene",C21H14,60.56488069,"8H-Indeno[2,1-b]phenanthrene",C21H14,60.56488069,"11H-Indeno[2,1-a]phenanthrene",C21H14,59.18083518
4,31.8583,Benzo[a]pyrene,C20H12,67.32918494,Benzo[a]pyrene,C20H12,67.32918494,Benzo[k]fluoranthene,C20H12,59.61415686
5,30.9013,Perylene,C20H12,86.89144507,Perylene,C20H12,86.89144507,Benzo[a]pyrene,C20H12,76.52467582
6,30.5102,"3,9-Dimethylbenz[a]anthracene",C20H16,67.78801286,"3,9-Dimethylbenz[a]anthracene",C20H16,67.78801286,"Benz(a)anthracene, 8,12-dimethyl-",C20H16,58.16664555
7,29.8806,"2,2'-Binaphthalene",C20H14,89.07737518,"2,2'-Binaphthalene",C20H14,89.07737518,"2,2'-Binaphthalene",C20H14,70.76953348
8,29.7463,"2,2'-Binaphthalene",C20H14,90.8102104,"2,2'-Binaphthalene",C20H14,90.8102104,"2,2'-Binaphthalene",C20H14,51.98060685
9,29.6937,"9H-Fluorene, 9-phenyl-",C19H14,66.96797832,"9H-Fluorene, 9-phenyl-",C19H14,66.96797832,"Chrysene, 6-methyl-",C19H14,63.87735015
10,29.6833,"9H-Fluorene, 9-phenyl-",C19H14,71.83724563,"9H-Fluorene, 9-phenyl-",C19H14,71.83724563,"9H-Fluorene, 9-phenyl-",C19H14,61.49745694
11,29.5985,"2,2'-Binaphthalene",C20H14,85.30122077,"2,2'-Binaphthalene",C20H14,85.30122077,"Benzo(a)pyrene, 7,8-dihydro-",C20H14,67.46095608
12,29.5621,"Benz[a]anthracene, 7-methyl-",C19H14,87.93813957,"Benz[a]anthracene, 7-methyl-",C19H14,87.93813957,"Benz[a]anthracene, 7-methyl-",C19H14,81.4854709
13,29.4636,"Chrysene, 1-methyl-",C19H14,86.30645285,"Chrysene, 1-methyl-",C19H14,86.30645285,"Benz[a]anthracene, 7-methyl-",C19H14,66.62431769
14,29.3912,"Benz[a]anthracene, 8-methyl-",C19H14,65.85786255,"Benz[a]anthracene, 8-methyl-",C19H14,65.85786255,"Chrysene, 3-methyl-",C19H14,62.99893214
15,29.37832888,No Match,,,"Iron, (.eta.5-2,4-cyclopentadien-1-yl)[(1,2,3,4,5,6-.eta.)-1,3,5-trimethylbenzene]-",C14H17Fe,52.2342364,"Iron, (.eta.5-2,4-cyclopentadien-1-yl)[(1,2,3,4,5,6-.eta.)-1,3,5-trimethylbenzene]-",C14H17Fe,52.2342364
16,29.37173221,No Match,,,"Iron, (.eta.5-2,4-cyclopentadien-1-yl)[(1,2,3,4,5,6-.eta.)-1,3,5-trimethylbenzene]-",C14H17Fe,50.06960242,"Iron, (.eta.5-2,4-cyclopentadien-1-yl)[(1,2,3,4,5,6-.eta.)-1,3,5-trimethylbenzene]-",C14H17Fe,50.06960242
17,28.5844,"1,2-Dihydrobenzo[b]fluoranthene",C20H14,92.47041473,"1,2-Dihydrobenzo[b]fluoranthene",C20H14,92.47041473,"1,2'-Binaphthalene",C20H14,81.5045704
18,28.48976468,No Match,,,"Benzene, 1,2-difluoro-",C6H4F2,54.69434305,"Benzene, 1,2-difluoro-",C6H4F2,54.69434305
19,28.4835,Triphenylene,C18H12,96.66948506,Triphenylene,C18H12,96.66948506,Chrysene,C18H12,86.08112559
20,28.3871,Naphthacene,C18H12,90.54009847,Naphthacene,C18H12,90.54009847,Benzo[c]phenanthrene,C18H12,73.66836155
21,28.0179,"1,2,3,4-Tetrahydrochrysene",C18H16,64.32211515,"1,2,3,4-Tetrahydrochrysene",C18H16,64.32211515,"1,2,3,4-Tetrahydrochrysene",C18H16,52.18806518
22,27.64434802,"Pyrene, 1,9-dimethyl-",C18H14,60.51395622,"Pyrene, 1,9-dimethyl-",C18H14,60.51395622,"Pyrene, 1,9-dimethyl-",C18H14,60.51395622
23,27.575,"Pyrene, 1,9-dimethyl-",C18H14,74.48102927,"Pyrene, 1,9-dimethyl-",C18H14,74.48102927,"(Z,Z)-3-Methyl-3H-cyclonona(def)biphenylene",C18H14,62.64445848
24,27.5371,"Pyrene, 1,9-dimethyl-",C18H14,62.68998686,"Pyrene, 1,9-dimethyl-",C18H14,62.68998686,o-Terphenyl,C18H14,53.2804972
25,27.4114,o-Terphenyl,C18H14,83.28319943,o-Terphenyl,C18H14,83.28319943,p-Terphenyl,C18H14,55.65792661
26,26.8222,11H-Benzo[b]fluorene,C17H12,75.2904373,11H-Benzo[b]fluorene,C17H12,75.2904373,11H-Benzo[a]fluorene,C17H12,62.56400302
27,26.6793,"Naphthalene, 1-(4-methylphenyl)-",C17H14,86.71875047,"Naphthalene, 1-(4-methylphenyl)-",C17H14,86.71875047,9-Methyl-10-vinylanthracene,C17H14,77.70662903
28,26.5263,11H-Benzo[a]fluorene,C17H12,85.11461476,11H-Benzo[a]fluorene,C17H12,85.11461476,"1,4-Dimethyl-5-phenyl-naphthalene",C18H16,53.03720045
29,26.3739,11H-Benzo[b]fluorene,C17H12,91.00128698,11H-Benzo[b]fluorene,C17H12,91.00128698,"Pyrene, 1-methyl-",C17H12,79.94279497
30,26.1295,11H-Benzo[b]fluorene,C17H12,61.06083716,11H-Benzo[b]fluorene,C17H12,61.06083716,11H-Benzo[a]fluorene,C17H12,53.68079596
31,25.7357,9-Ethyl-10-methylanthracene,C17H16,73.25930299,9-Ethyl-10-methylanthracene,C17H16,73.25930299,"4,4,9,9-Tetramethyl-4,9-disilatricyclo[6.2.0.0(3,6)]decane",C12H18Si2,59.46844962
32,25.5613,"Naphthalene, 1-phenyl-",C16H12,62.64011443,"Naphthalene, 1-phenyl-",C16H12,62.64011443,"Anthracene, 9-ethenyl-",C16H12,53.99403902
33,25.5453,"2,3-Dihydrofluoranthene",C16H12,85.48332966,"2,3-Dihydrofluoranthene",C16H12,85.48332966,"3,10B-Dihydrofluoranthene",C16H12,80.04493468
34,25.5377,Pyrene,C16H10,61.05340565,Pyrene,C16H10,61.05340565,"Benzene, 1,1'-(1,3-butadiyne-1,4-diyl)bis-",C16H10,53.29390898
35,25.3687,"Anthracene, 9-propyl-",C17H16,67.64133728,"Anthracene, 9-propyl-",C17H16,67.64133728,"Anthracene, 9-propyl-",C17H16,58.25044386
36,25.2375,"Anthracene, 9-ethyl-",C16H14,63.28426339,"Anthracene, 9-ethyl-",C16H14,63.28426339,"Phenanthrene, 9,10-dimethyl-",C16H14,62.57708534
37,25.2225,"Naphthalene, 2-(phenylmethyl)-",C17H14,74.98915854,"Naphthalene, 2-(phenylmethyl)-",C17H14,74.98915854,"Phenanthrene, 1,7-dimethyl-",C16H14,64.88148535
38,25.2131,"Naphthalene, 2-(phenylmethyl)-",C17H14,85.45138227,"Naphthalene, 2-(phenylmethyl)-",C17H14,85.45138227,"Naphthalene, 2-(phenylmethyl)-",C17H14,67.66171634
39,25.1237,"Naphthalene, 2-(phenylmethyl)-",C17H14,71.35096437,"Naphthalene, 2-(phenylmethyl)-",C17H14,71.35096437,"Naphthalene, 2-(phenylmethyl)-",C17H14,52.02438632
40,25.021,Pyrene,C16H10,92.49668508,Pyrene,C16H10,92.49668508,Pyrene,C16H10,79.90825528
41,24.9004,"Phenanthrene, 2,5-dimethyl-",C16H14,90.43522418,"Phenanthrene, 2,5-dimethyl-",C16H14,90.43522418,"Phenanthrene, 2,3-dimethyl-",C16H14,81.39882099
42,24.7195,"Phenanthrene, 3,6-dimethyl-",C16H14,93.2425924,"Phenanthrene, 3,6-dimethyl-",C16H14,93.2425924,di-p-Tolylacetylene,C16H14,82.81393426
43,24.5343,"Phenanthrene, 3,6-dimethyl-",C16H14,86.28366965,"Phenanthrene, 3,6-dimethyl-",C16H14,86.28366965,"Phenanthrene, 3,6-dimethyl-",C16H14,78.15217396
44,24.4452,"Phenanthrene, 4,5-dimethyl-",C16H14,93.36734923,"Phenanthrene, 4,5-dimethyl-",C16H14,93.36734923,"Phenanthrene, 2,3-dimethyl-",C16H14,75.75371943
45,24.2728,"Phenanthrene, 4,5-dimethyl-",C16H14,85.99762084,"Phenanthrene, 4,5-dimethyl-",C16H14,85.99762084,"Phenanthrene, 4,5-dimethyl-",C16H14,70.85169532
46,24.0961,"1H-Indene, 1-(phenylmethylene)-",C16H12,92.73756166,"1H-Indene, 1-(phenylmethylene)-",C16H12,92.73756166,"Naphthalene, 1-phenyl-",C16H12,74.91509625
47,23.6862,"1H-Indene, 2-phenyl-",C15H12,89.93128451,"1H-Indene, 2-phenyl-",C15H12,89.93128451,"Anthracene, 2-methyl-",C15H12,84.34582638
48,23.632,"Anthracene, 2-methyl-",C15H12,90.46617728,"Anthracene, 2-methyl-",C15H12,90.46617728,"Phenanthrene, 4-methyl-",C15H12,85.47727534
49,23.4318,"Phenanthrene, 2-methyl-",C15H12,97.43883214,"Phenanthrene, 2-methyl-",C15H12,97.43883214,"Phenanthrene, 2-methyl-",C15H12,90.57088333
50,23.3686,"Phenanthrene, 2-methyl-",C15H12,95.4296101,"Phenanthrene, 2-methyl-",C15H12,95.4296101,"8,9-Dihydrocyclopenta[def]phenanthrene",C15H12,88.99441579
51,22.9601,"1H-Indene, 1-(phenylmethylene)-",C16H12,95.49642635,"1H-Indene, 1-(phenylmethylene)-",C16H12,95.49642635,"Anthracene, 9-ethenyl-",C16H12,85.97608779
