Injection Data File Name,Signal Name,RT,Area,Height,Compound Name
MBPR042_01_LQ1.D,FID1A,2.357,0.1635,0.0642,
MBPR042_01_LQ1.D,FID1A,2.448,1.2657,0.8459,
MBPR042_01_LQ1.D,FID1A,2.498,0.2659,0.1242,
MBPR042_01_LQ1.D,FID1A,2.676,10.8760,7.2023,
MBPR042_01_LQ1.D,FID1A,2.771,0.7343,0.4474,
MBPR042_01_LQ1.D,FID1A,2.815,0.0991,0.0682,
MBPR042_01_LQ1.D,FID1A,2.876,0.6507,0.3781,
MBPR042_01_LQ1.D,FID1A,2.947,0.0832,0.0511,
MBPR042_01_LQ1.D,FID1A,3.164,14.6183,7.4861,
MBPR042_01_LQ1.D,FID1A,3.284,4.5620,2.6536,
MBPR042_01_LQ1.D,FID1A,3.349,0.1452,0.0791,
MBPR042_01_LQ1.D,FID1A,3.435,1.2473,0.7066,
MBPR042_01_LQ1.D,FID1A,3.530,0.3468,0.1737,
MBPR042_01_LQ1.D,FID1A,3.569,0.1864,0.0942,
MBPR042_01_LQ1.D,FID1A,3.682,0.4461,0.2566,
MBPR042_01_LQ1.D,FID1A,3.753,4.0546,1.5051,
MBPR042_01_LQ1.D,FID1A,3.842,0.1075,0.0665,
MBPR042_01_LQ1.D,FID1A,4.007,0.0772,0.0269,
MBPR042_01_LQ1.D,FID1A,4.115,0.3120,0.0977,
MBPR042_01_LQ1.D,FID1A,4.334,41276.5352,10533.8506,
MBPR042_01_LQ1.D,FID1A,4.432,8.2868,3.7563,
MBPR042_01_LQ1.D,FID1A,4.587,0.6315,0.3219,
MBPR042_01_LQ1.D,FID1A,4.634,0.3079,0.2111,
MBPR042_01_LQ1.D,FID1A,4.679,0.3662,0.2360,
MBPR042_01_LQ1.D,FID1A,4.792,0.0571,0.0378,
MBPR042_01_LQ1.D,FID1A,4.839,1.1268,0.6267,
MBPR042_01_LQ1.D,FID1A,4.929,0.5306,0.1969,
MBPR042_01_LQ1.D,FID1A,5.021,0.0383,0.0203,
MBPR042_01_LQ1.D,FID1A,5.078,0.1591,0.0862,
MBPR042_01_LQ1.D,FID1A,5.161,0.1780,0.0822,
