,Component RT,Compound Name,Formula,Match Factor,Previous Best Compound Name,Previous Best Formula,Previous Best Match Factor,Previous Worst Compound Name,Previous Worst Formula,Previous Worst Match Factor
0,39.928449133524,Dimethyl hydrastate,C11H10O6,56.0742696884172,Dimethyl hydrastate,C11H10O6,56.0742696884172,Dimethyl hydrastate,C11H10O6,52.0684751967814
1,39.0308990052595,No Match,,,"4,4,6-Trimethyl-1-(1-naphthyl)-1,4-dihydro-2-pyrimidinethiol, methyl derivative (isomer 1)",C18H20N2S,51.5047418682771,"4,4,6-Trimethyl-1-(1-naphthyl)-1,4-dihydro-2-pyrimidinethiol, methyl derivative (isomer 1)",C18H20N2S,51.5047418682771
2,38.6461,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,72.7411352529435,"4-tert-Octylphenol, TMS derivative",C17H30OSi,74.6791980399216,"2'-Hydroxy-5'-methylacetophenone, TMS derivative",C12H18O2Si,63.5455595684535
3,38.4276,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,71.4963518021363,"4-tert-Octylphenol, TMS derivative",C17H30OSi,73.9426625339118,"2'-Hydroxy-5'-methylacetophenone, TMS derivative",C12H18O2Si,68.4090519313404
4,38.03,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,58.1642760082045,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,58.1642760082045,"Cyclotrisiloxane, hexamethyl-",C6H18O3Si3,54.1934121776469
5,38.0086,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,76.200704310503,"4-tert-Octylphenol, TMS derivative",C17H30OSi,77.8038028025717,"2'-Hydroxy-5'-methylacetophenone, TMS derivative",C12H18O2Si,68.180314460194
6,37.7795,No Match,,,"8-Isopropyl-5-methyl-5,6,7,8-tetrahydro-2,4-quinazolinedione",C12H18N2O2,55.4468906082824,Brallobarbital,C10H11BrN2O3,52.8559163614691
7,37.3597,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,70.3201822168172,"4-tert-Octylphenol, TMS derivative",C17H30OSi,73.4432886517946,"2'-Hydroxy-5'-methylacetophenone, TMS derivative",C12H18O2Si,69.2043374943523
8,37.1333,No Match,,,"Cyclotrisiloxane, hexamethyl-",C6H18O3Si3,61.3093925574593,"Cyclotrisiloxane, hexamethyl-",C6H18O3Si3,51.4564329592151
9,36.9405,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,68.9456784483159,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,68.9456784483159,"2'-Hydroxy-5'-methylacetophenone, TMS derivative",C12H18O2Si,62.555660946228
10,36.9322,"Benzene, 1-methoxy-4-(phenylethynyl)-",C15H12O,78.6087236788643,"Benzene, 1-methoxy-4-(phenylethynyl)-",C15H12O,78.6087236788643,"Phenanthrene, 3-methoxy-",C15H12O,69.8041997127056
11,36.8984,5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,C17H14O4,68.8185688229995,5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,C17H14O4,68.8185688229995,"3(2H)-Benzofuranone, 6-methoxy-2-[(3-methoxyphenyl)methylene]-, (E)-",C17H14O4,61.8693259736066
12,36.8699,No Match,,,"Chroman-4-one, 2,3-dehydro-3-hydroxy-2-(4-dimethylaminophenyl)-",C17H15NO3,60.8741825625146,"5H-Naphtho[2,3-c]carbazole, 5-methyl-",C21H15N,56.3400822498674
13,36.6964,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,51.9926853221992,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,51.9926853221992,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,50.1870966908628
14,36.4812,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,59.0978461258295,"4-tert-Octylphenol, TMS derivative",C17H30OSi,60.6912918231339,"4-tert-Octylphenol, TMS derivative",C17H30OSi,50.3902621548352
