,Component RT,Compound Name,Formula,Match Factor,Previous Best Compound Name,Previous Best Formula,Previous Best Match Factor,Previous Worst Compound Name,Previous Worst Formula,Previous Worst Match Factor
0,39.7481,"Heptadecane, 8-methyl-",C18H38,53.5612554825733,"Heptadecane, 8-methyl-",C18H38,53.5612554825733,"Tridecane, 4-methyl-",C14H30,53.0372845769443
1,39.7362,Vinyl decanoate,C12H22O2,50.4063162901732,"Thiazole, 2,4-dimethyl-5-propyl-",C8H13NS,56.3936287063545,Vinyl decanoate,C12H22O2,50.4063162901732
2,39.7181,No Match,,,"Sulfurous acid, cyclohexylmethyl undecyl ester",C18H36O3S,59.3111105593375,"Sulfurous acid, cyclohexylmethyl heptadecyl ester",C24H48O3S,58.5239401303278
3,39.0163,"Isophthalic acid, di(2-methoxyethyl) ester",C14H18O6,54.6729862111831,"Isophthalic acid, di(2-methoxyethyl) ester",C14H18O6,54.6729862111831,"4,6-di-tert-Butylresorcinol",C14H22O2,50.1353756872921
4,38.8417,No Match,,,"Phenethanamine, 4-hydroxy-3-methoxy-N-phenacetyl-",C17H19NO3,52.6832067843716,"6H-Purin-6-one, 1,7-dihydro-1-methyl-",C6H6N4O,50.4126320363229
5,38.2363,"Nonane, 5-methyl-5-propyl-",C13H28,52.9006925839155,"Vinyl 2-ethyl-2,5-dimethylhexanoate",C12H22O2,53.086570235447,"3,5-Octanedione, 2,2,7-trimethyl-",C11H20O2,50.4184374390835
6,38.2269,2-Nonadecanone,C19H38O,68.5223582760657,2-Nonadecanone,C19H38O,68.5223582760657,"1,4-Methano-2H-cyclopent[d]oxepin-2,5(4H)-dione, 6-[(dimethylamino)methyl]hexahydro-8a-hydroxy-5a-methyl-9-(1-methylethyl)-, [1R-(1.alpha.,4.alpha.,5a.alpha.,6.beta.,8a.alpha.,9S*)]-",C17H27NO4,50.2375255249933
7,38.1267232415473,No Match,,,"Thiophen-2-methylamine, N-(2-fluorophenyl)-",C11H10FNS,63.6759682634319,"Thiophen-2-methylamine, N-(2-fluorophenyl)-",C11H10FNS,63.6759682634319
8,37.6732,No Match,,,"Thiophen-2-methylamine, N-(2-fluorophenyl)-",C11H10FNS,69.8419215249613,"Thiophen-2-methylamine, N-(2-fluorophenyl)-",C11H10FNS,63.113941750931
9,37.6626,No Match,,,"2-t-Butyl-5-(dimethoxy-phosphoryl)-3-methyl-4-oxoimidazolidine-1-carboxylic acid, t-butyl ester",C15H29N2O6P,57.6342290277637,"3-Quinolinecarboxylic acid, 6,8-difluoro-4-hydroxy-, ethyl ester",C12H9F2NO3,50.4425240372316
10,37.1142,"2,2'-Ethylidenebis(5-methylfuran)",C12H14O2,60.1510209832066,"2,2'-Ethylidenebis(5-methylfuran)",C12H14O2,60.1510209832066,Bis(4-methylcyclohexyl) dimethylpyrophosphonate (isomer 2),C16H32O5P2,56.9528377985923
11,37.0517,"1,3-Benzenedicarboxylic acid, 5-(1,1-dimethylethyl)-",C12H14O4,55.3855240754159,"1,3-Benzenedicarboxylic acid, 5-(1,1-dimethylethyl)-",C12H14O4,55.3855240754159,"1H-2-Benzopyran-3-one, 7-ethoxy-4-hydroxy-4-methoxycarbonyl-",C13H14O6,51.0040353238756
12,36.4303430028789,No Match,,,4'-(Dimethylamino)acrylanilide,C11H14N2O,56.5255950783994,4'-(Dimethylamino)acrylanilide,C11H14N2O,56.5255950783994
13,36.3705180591735,No Match,,,"Furano[3,2-b]pyrrole-2-carboxhydrazide, 1,5,6-trimethyl-",C10H13N3O2,63.3788361033256,"Furano[3,2-b]pyrrole-2-carboxhydrazide, 1,5,6-trimethyl-",C10H13N3O2,63.3788361033256
14,35.9793854742121,No Match,,,"2,4(1H,3H)-Pyrimidinedione, 6-amino-1,3-di-2-propenyl-",C10H13N3O2,53.7494271633191,"2,4(1H,3H)-Pyrimidinedione, 6-amino-1,3-di-2-propenyl-",C10H13N3O2,53.7494271633191
