,Component RT,Compound Name,Formula,Match Factor,Previous Best Compound Name,Previous Best Formula,Previous Best Match Factor,Previous Worst Compound Name,Previous Worst Formula,Previous Worst Match Factor
0,16.727,Undecane,C11H24,94.3846130458303,Undecane,C11H24,94.3846130458303,Tridecane,C13H28,92.2823311607475
1,15.2068,"Undecane, 4,6-dimethyl-",C13H28,95.5687592800595,"Undecane, 4,6-dimethyl-",C13H28,95.5687592800595,"Undecane, 2,8-dimethyl-",C13H28,89.0811461720128
2,15.0795,"Nonane, 5-butyl-",C13H28,87.4241280496773,"Nonane, 5-butyl-",C13H28,87.4241280496773,"Nonane, 5-butyl-",C13H28,84.1783742340263
3,15.0341,"Hexane, 2,2,5,5-tetramethyl-",C10H22,71.6630258587624,2-Undecen-4-ol,C11H22O,75.1685694282406,"3-Butoxy-2,4-dimethyl-1-pentene",C11H22O,61.062007598278
4,14.8596,"Decane, 2,3,5-trimethyl-",C13H28,95.6736096147183,"Decane, 2,3,5-trimethyl-",C13H28,95.6736096147183,"Heptane, 4-methyl-",C8H18,64.362778002817
5,14.7359,"2,2,4,4-Tetramethyloctane",C12H26,82.4946015989136,"2,2,4,4-Tetramethyloctane",C12H26,82.4946015989136,"Heptane, 2,5-dimethyl-",C9H20,81.1784771838322
6,14.7273,Heptyl tetradecyl ether,C21H44O,72.5920467248239,Heptyl tetradecyl ether,C21H44O,72.5920467248239,"Sulfurous acid, cyclohexylmethyl hexadecyl ester",C23H46O3S,70.9480423402789
7,14.7206,"4-Nonene, 2,3,3-trimethyl-, (Z)-",C12H24,70.6248448191142,1-Hexyl-2-nitrocyclohexane,C12H23NO2,74.1801726881117,Bis(2-isopropyl-5-methylcyclohexyl) methylphosphonate (isomer 3),C21H41O3P,60.4107027088302
8,14.6406,"Octane, 2,6-dimethyl-",C10H22,94.0094464581578,"Octane, 2,6-dimethyl-",C10H22,94.0094464581578,"Undecane, 6,6-dimethyl-",C13H28,89.9335942095983
9,14.5533,"Decane, 2,2-dimethyl-",C12H26,76.0015672299966,"Decane, 2,2-dimethyl-",C12H26,76.0015672299966,"Heptane, 4-ethyl-2,2,6,6-tetramethyl-",C13H28,74.0277231977609
10,14.5089,"Octane, 2,6-dimethyl-",C10H22,93.3592463213919,"Octane, 2,6-dimethyl-",C10H22,93.3592463213919,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,87.1790911337866
11,14.4268,"Nonane, 5-methyl-5-propyl-",C13H28,83.3326294836703,"Nonane, 5-methyl-5-propyl-",C13H28,83.3326294836703,"Undecane, 5,5-dimethyl-",C13H28,77.8903916108127
12,14.2341,"Nonane, 2,2,4,4,6,8,8-heptamethyl-",C16H34,83.9781331835786,"Nonane, 2,2,4,4,6,8,8-heptamethyl-",C16H34,83.9781331835786,"Undecane, 3,6-dimethyl-",C13H28,81.3541124796306
13,14.1753,"Octane, 2,6,6-trimethyl-",C11H24,93.0688009485752,"Octane, 2,6,6-trimethyl-",C11H24,93.0688009485752,4-Methyl-3-nitropyrazole,C4H5N3O2,53.5526211524949
14,14.0885,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,93.5092047572325,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,93.5092047572325,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,87.1037813200858
15,13.9608,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,94.012335787507,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,94.012335787507,"Nonane, 3-methyl-",C10H22,84.6864862574713
16,13.7619,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,94.6658692609175,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,94.6658692609175,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,88.0540716096278
17,13.5393,Decane,C10H22,93.0278972700469,Decane,C10H22,93.0278972700469,"Heptane, 4-ethyl-",C9H20,82.5914290328178
18,13.534,"Heptane, 4-ethyl-",C9H20,87.7712178300308,"Heptane, 4-ethyl-",C9H20,87.7712178300308,"Nonane, 2,5-dimethyl-",C11H24,86.6904039001148
19,13.5211,"1,1,3,3,5-Pentamethylcyclohexane",C11H22,81.6324815144888,"N,N'-di-tert-Butylcarbodiimide",C9H18N2,82.2387846343811,"N,N'-di-tert-Butylcarbodiimide",C9H18N2,79.8680991438466
20,13.4923,"Benzene, 1,2,4-trimethyl-",C9H12,89.2185236020439,"Benzene, 1,2,4-trimethyl-",C9H12,89.2185236020439,"Benzene, 1-ethyl-4-methyl-",C9H12,76.7628134434746
21,13.4083,3-Ethyl-3-methylheptane,C10H22,88.1003283337235,3-Ethyl-3-methylheptane,C10H22,88.1003283337235,"Undecane, 6,6-dimethyl-",C13H28,84.948642795086
22,13.2062,"Octane, 2,2,6-trimethyl-",C11H24,92.9267147616637,"Octane, 2,2,6-trimethyl-",C11H24,92.9267147616637,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,83.2509083316437
23,13.1294,"Heptane, 4,4-dimethyl-",C9H20,72.4852043070164,"Heptane, 4,4-dimethyl-",C9H20,72.4852043070164,"Heptane, 4,4-dimethyl-",C9H20,71.053246808659
24,13.0746,"Octane, 2,2,6-trimethyl-",C11H24,94.7644683151356,"Octane, 2,2,6-trimethyl-",C11H24,94.7644683151356,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,87.9889576302853
25,13.0196,"Octane, 3-methyl-",C9H20,73.1799495225769,"Octane, 3-methyl-",C9H20,73.1799495225769,"Octane, 3-methyl-",C9H20,70.9480637929686
26,12.8975,"Benzene, 1,2,3-trimethyl-",C9H12,71.9087859139114,"Benzene, 1,2,3-trimethyl-",C9H12,71.9087859139114,"Benzene, 1-ethyl-3-methyl-",C9H12,65.2068910454854
27,12.8324,"Octane, 2,2,6-trimethyl-",C11H24,94.2941203000991,"Octane, 2,2,6-trimethyl-",C11H24,94.2941203000991,"Acetamide, N-2-thienyl-",C6H7NOS,59.0429118879851
28,12.2942,"Butane, 2,2-dimethyl-",C6H14,89.1468792786723,"Butane, 2,2-dimethyl-",C6H14,89.1468792786723,"Butane, 2,2-dimethyl-",C6H14,87.4870479852991
29,12.2102,"Hexane, 2,2-dimethyl-",C8H18,71.0997220342898,"Hexane, 2,2-dimethyl-",C8H18,71.0997220342898,"Butane, 2,2,3,3-tetramethyl-",C8H18,70.1643144037416
30,11.6248,Nonane,C9H20,95.613498926545,Nonane,C9H20,95.613498926545,"Hexane, 2,4-dimethyl-",C8H18,92.2800074266182
31,11.0081,"Benzene, (3,3-dimethylbutyl)-",C12H18,68.9054904725763,"Hexanoyl chloride, 2-ethyl-",C8H15ClO,76.0788765242055,2-Phenyl-hex-5-en-3-ol,C12H16O,62.6837934004173
32,10.8734,"Heptane, 2,3-dimethyl-",C9H20,93.8437435920383,"Heptane, 2,3-dimethyl-",C9H20,93.8437435920383,"Octane, 3,4-dimethyl-",C10H22,92.6707870670238
33,10.2036,"Heptane, 3,5-dimethyl-",C9H20,88.1523132614012,"Heptane, 3,5-dimethyl-",C9H20,88.1523132614012,"Heptane, 3,5-dimethyl-",C9H20,80.2894084843021
34,9.3388,Octane,C8H18,88.0872522364783,Octane,C8H18,88.0872522364783,"Heptane, 2,4-dimethyl-",C9H20,85.6078353297763
35,8.6499,"Heptane, 3-methyl-",C8H18,89.2088149975798,"Heptane, 3-methyl-",C8H18,89.2088149975798,"Hexane, 1,1'-oxybis-",C12H26O,85.7486625486675
36,8.4881,Toluene,C7H8,91.3425588526185,Toluene,C7H8,91.3425588526185,Methyl trans-3-chloropropenoate,C4H5ClO2,52.2116530410589
37,6.9253,"1,2-Cyclopentanedione",C5H6O2,79.4417124671947,"1,2-Cyclopentanedione",C5H6O2,79.4417124671947,"2-Cyclopenten-1-one, 2-hydroxy-",C5H6O2,74.2820552035788
38,6.8861,(Z)-3-Heptene,C7H14,78.6495571758698,(R)-(+)-3-Methylcyclopentanone,C6H10O,79.3979585672991,"2-Heptene, (E)-",C7H14,77.3339116190782
39,6.6151,Heptane,C7H16,97.467597808482,Heptane,C7H16,97.467597808482,"3-Pentanone, 2-methyl-",C6H12O,84.1929760666435
40,6.0785,"Cyclopentane, methylene-",C6H10,94.9500991393149,"Cyclopentane, methylene-",C6H10,94.9500991393149,"1,5-Hexadiene",C6H10,73.5140584849276
41,5.5875,Benzene,C6H6,93.805181272849,Benzene,C6H6,93.805181272849,Benzene,C6H6,62.4961051346854
42,5.5663,Cyclohexane,C6H12,95.1331319656577,Cyclohexane,C6H12,95.1331319656577,Methacrylamide,C4H7NO,54.0857391110746
43,4.5757,"Cyclopropane, 1,1,2-trimethyl-",C6H12,88.4254202816526,"Cyclopropane, 1,1,2-trimethyl-",C6H12,88.4254202816526,"Pentane, 3-methylene-",C6H12,86.8150447284876
44,4.3963,"2-Pentene, 3-methyl-",C6H12,84.4857887895063,"2-Pentene, 3-methyl-",C6H12,84.4857887895063,"2-Pentene, 3-methyl-, (Z)-",C6H12,82.6744517478569
45,4.2604,"Oxalic acid, cyclobutyl hexyl ester",C12H20O4,65.2576013912135,"1H-Tetrazole, 1-methyl-",C2H4N4,68.1265091089172,n-Propylcyclopropanemethylamine,C7H15N,61.5282794486189
46,4.1303,n-Hexane,C6H14,94.6597087371812,n-Hexane,C6H14,94.6597087371812,2-Ethyl-oxetane,C5H10O,92.8269150207315
47,3.2361,2-Methyl-1-butene,C5H10,90.4245501814041,"Oxetane, 3-(1-methylethyl)-",C6H12O,91.14599247948,"2-Pentene, (E)-",C5H10,89.9202329989088
48,3.1962,2-Methyl-1-butene,C5H10,89.705166215449,"Oxetane, 3-(1-methylethyl)-",C6H12O,90.2264542819001,2-Pentene,C5H10,88.7407725290018
49,3.1065,"2-Butene, 2-methyl-",C5H10,88.2332002050219,"2-Butene, 2-methyl-",C5H10,88.2332002050219,"Oxetane, 3-(1-methylethyl)-",C6H12O,85.9426078510038
50,3.0281,Pentane,C5H12,94.7034723333577,Pentane,C5H12,94.7034723333577,Dimethyl palmitamine,C18H39N,59.8997799707588
51,2.9257,"Butane, 2-methyl-",C5H12,94.6382106600491,"Butane, 2-methyl-",C5H12,94.6382106600491,Pentane,C5H12,86.7884787549622
52,2.6971,"Oxalic acid, diallyl ester",C8H10O4,90.5417923603218,"Oxalic acid, diallyl ester",C8H10O4,90.5417923603218,Allyl chloride,C3H5Cl,68.0412238858195
53,2.6306,Butane,C4H10,88.809321303824,Acetone,C3H6O,93.4125196303744,Isobutane,C4H10,85.568879866602
54,2.6166,"2-Butene, (Z)-",C4H8,97.387418646597,"2-Butene, (Z)-",C4H8,97.387418646597,"Borane, trimethyl-",C3H9B,68.7928705636467
55,2.5637,Isobutane,C4H10,91.5293485288126,Isobutane,C4H10,91.5293485288126,Isobutane,C4H10,88.3714356069594
56,2.4846,Isobutane,C4H10,89.750044186739,Isobutane,C4H10,89.750044186739,"2-Propyn-1-ol, acetate",C5H6O2,78.9410008262472
57,2.4379,No Match,,,"2-Propanol, 1-amino-, (S)-",C3H9NO,52.8741917591862,"2-Propanol, 1-amino-, (R)-",C3H9NO,52.5703464583621
58,2.4323,No Match,,,(2-Aziridinylethyl)amine,C4H10N2,81.5841199582423,"1-Octanamine, N-methyl-",C9H21N,60.6169269545665
59,2.4126,No Match,,,Diazirine,CH2N2,71.2538779789108,1H-Tetrazole,CH2N4,68.9877724655592
