FID RT (min),FID Signal,,MS RT (min),MS Signal
4.87582605,6.261786967,,21.083,0.028955827
4.876659383,6.171911244,,21.087,0.028303587
4.877492717,6.072896456,,21.09,0.026292514
4.87832605,5.972729756,,21.094,0.025691004
4.879159383,5.870973333,,21.097,0.026647622
4.879992717,5.763917789,,21.101,0.028492012
4.88082605,5.655330756,,21.105,0.030097246
4.881659383,5.553217333,,21.108,0.030778475
4.882492717,5.461822167,,21.112,0.032365592
4.88332605,5.3773474,,21.115,0.035510837
4.884159383,5.2983101,,21.119,0.036956636
4.884992717,5.226827533,,21.123,0.034760761
4.88582605,5.171177111,,21.126,0.031394479
4.886659383,5.139387544,,21.13,0.029419642
4.887492717,5.131172367,,21.133,0.02873479
4.88832605,5.142189289,,21.137,0.029492113
4.889159383,5.173973589,,21.141,0.03064078
4.889992717,5.231705178,,21.144,0.031231419
4.89082605,5.313789044,,21.148,0.031477821
4.891659383,5.4157517,,21.151,0.030811087
4.892492717,5.535235889,,21.155,0.02878552
4.89332605,5.668091267,,21.158,0.027020848
4.894159383,5.818936344,,21.162,0.028013702
4.894992717,5.977767222,,21.166,0.032851148
4.89582605,6.141681556,,21.169,0.036358749
4.896659383,6.303446544,,21.173,0.034264334
4.897492717,6.468785311,,21.176,0.029372535
4.89832605,6.633814222,,21.18,0.025897546
4.899159383,6.793202911,,21.184,0.025132976
4.899992717,6.933658678,,21.187,0.023846614
4.90082605,7.063098344,,21.191,0.021755823
4.901659383,7.182668456,,21.194,0.020893417
4.902492717,7.290524911,,21.198,0.023187127
4.90332605,7.370733778,,21.202,0.026933883
4.904159383,7.422999633,,21.205,0.027861513
4.904992717,7.442359589,,21.209,0.026249031
4.90582605,7.429914156,,21.212,0.022947973
4.906659383,7.381352611,,21.216,0.020226683
4.907492717,7.304638689,,21.219,0.02132462
4.90832605,7.205937333,,21.223,0.025194577
4.909159383,7.089625156,,21.227,0.026680234
4.909992717,6.963987411,,21.23,0.026071477
4.91082605,6.831105511,,21.234,0.025227189
4.911659383,6.687599478,,21.237,0.024730762
4.912492717,6.528747133,,21.241,0.02421984
4.91332605,6.352881256,,21.245,0.023962568
4.914159383,6.175911167,,21.248,0.023426282
4.914992717,6.003513111,,21.252,0.024716268
4.91582605,5.840535611,,21.255,0.026296137
4.916659383,5.679400644,,21.259,0.026122207
4.917492717,5.521654978,,21.263,0.024962669
4.91832605,5.369966578,,21.266,0.024111134
4.919159383,5.229834356,,21.27,0.023266846
4.919992717,5.102375433,,21.273,0.023034938
4.92082605,4.996005622,,21.277,0.024803233
4.921659383,4.910236267,,21.28,0.027568005
4.922492717,4.845522833,,21.284,0.02786876
4.92332605,4.8035991,,21.288,0.027973843
4.924159383,4.784549844,,21.291,0.029361665
4.924992717,4.791481644,,21.295,0.028455776
4.92582605,4.819468122,,21.298,0.023074797
4.926659383,4.8696549,,21.302,0.018027185
4.927492717,4.940822978,,21.306,0.017994573
4.92832605,5.039821989,,21.309,0.021027489
4.929159383,5.170698011,,21.313,0.022861007
4.929992717,5.335839867,,21.316,0.022734183
4.93082605,5.539992067,,21.32,0.022045708
4.931659383,5.775462256,,21.323,0.021886271
4.932492717,6.049296789,,21.327,0.023390046
4.93332605,6.362347822,,21.331,0.025578674
4.934159383,6.732763844,,21.334,0.026701976
4.934992717,7.163264256,,21.338,0.026459197
4.93582605,7.657864456,,21.341,0.024491607
4.936659383,8.232102522,,21.345,0.022110932
4.937492717,8.901795278,,21.349,0.020262919
4.93832605,9.6754392,,21.352,0.020411484
4.939159383,10.54667808,,21.356,0.022074696
4.939992717,11.52682536,,21.359,0.022194273
4.94082605,12.61100868,,21.363,0.019440372
4.941659383,13.80285294,,21.367,0.017153909
4.942492717,15.10114536,,21.37,0.018983804
4.94332605,16.50221522,,21.374,0.021208666
4.944159383,17.97952003,,21.377,0.019458489
4.944992717,19.52501454,,21.381,0.017831513
4.94582605,21.16852213,,21.384,0.018795379
4.946659383,22.9261408,,21.388,0.017744548
4.947492717,24.75936307,,21.392,0.014389136
4.94832605,26.61833471,,21.395,0.014070263
4.949159383,28.47505876,,21.399,0.017606853
4.949992717,30.2851406,,21.402,0.022063825
4.95082605,32.03234157,,21.406,0.026346867
4.951659383,33.73881973,,21.41,0.028651448
4.952492717,35.44085946,,21.413,0.026959248
4.95332605,37.18180193,,21.417,0.023665437
4.954159383,38.8967164,,21.42,0.022621853
4.954992717,40.61632554,,21.424,0.021824671
4.95582605,42.34779579,,21.428,0.021958742
4.956659383,44.05684591,,21.431,0.023748778
4.957492717,45.6517398,,21.435,0.024904692
4.95832605,47.20209236,,21.438,0.023223363
4.959159383,48.78325074,,21.442,0.02077384
4.959992717,50.34594814,,21.445,0.020197695
4.96082605,51.74575352,,21.449,0.019067146
4.961659383,52.99244512,,21.453,0.016791553
4.962492717,54.11553679,,21.456,0.016661105
4.96332605,55.06534138,,21.46,0.019117875
4.964159383,55.71097246,,21.463,0.020310025
4.964992717,56.07395413,,21.467,0.020067247
4.96582605,56.24211388,,21.471,0.019697644
4.966659383,56.2046508,,21.474,0.020277413
4.967492717,55.85472064,,21.478,0.020027388
4.96832605,55.1147157,,21.481,0.020512944
4.969159383,54.03693371,,21.485,0.022824772
4.969992717,52.72263644,,21.489,0.022371828
4.97082605,51.04583771,,21.492,0.018940321
4.971659383,48.98964353,,21.496,0.017701065
4.972492717,46.59528992,,21.499,0.019588937
4.97332605,44.01820801,,21.503,0.019552702
4.974159383,41.31398864,,21.506,0.017034331
4.974992717,38.52192223,,21.51,0.015802323
4.97582605,35.65029514,,21.514,0.017472781
4.976659383,32.75551762,,21.517,0.018295328
4.977492717,29.87084656,,21.521,0.016588634
4.97832605,27.10380401,,21.524,0.014852951
4.979159383,24.45611241,,21.528,0.015762464
4.979992717,21.92468913,,21.532,0.018610578
4.98082605,19.54379899,,21.535,0.022031213
4.981659383,17.38943804,,21.539,0.023980686
4.982492717,15.47435654,,21.542,0.022893619
4.98332605,13.75087627,,21.546,0.020563674
4.984159383,12.19590139,,21.55,0.019299053
4.984992717,10.82408226,,21.553,0.019382395
4.98582605,9.630774067,,21.557,0.019527337
4.986659383,8.6016056,,21.56,0.018668554
4.987492717,7.726693367,,21.564,0.01691113
4.98832605,6.997304633,,21.567,0.014914552
4.989159383,6.395450256,,21.571,0.014910928
4.989992717,5.896325811,,21.575,0.016389339
4.99082605,5.483924522,,21.578,0.017313345
4.991659383,5.161486933,,21.582,0.018443894
4.992492717,4.915990989,,21.585,0.021494927
4.99332605,4.705939222,,21.589,0.023977062
4.994159383,4.527811856,,21.593,0.023205245
4.994992717,4.379886178,,21.596,0.020415108
4.99582605,4.2841419,,21.6,0.018099656
4.996659383,4.216258944,,21.603,0.017498146
4.997492717,4.164264289,,21.607,0.01695099
4.99832605,4.129236089,,21.611,0.014544949
4.999159383,4.105638189,,21.614,0.013820238
4.999992717,4.093916744,,21.618,0.016019736
5.00082605,4.087714689,,21.621,0.01772643
5.001659383,4.083835056,,21.625,0.01662487
5.002492717,4.0796519,,21.628,0.015045
5.00332605,4.074474211,,21.632,0.016657482
5.004159383,4.069967233,,21.636,0.020643392
5.004992717,4.063825233,,21.639,0.022737807
5.00582605,4.057480611,,21.643,0.02203846
5.006659383,4.051592156,,21.646,0.021676105
5.007492717,4.046138456,,21.65,0.022114555
5.00832605,4.040898467,,21.654,0.020730357
5.009159383,4.035639078,,21.657,0.020186824
5.009992717,4.0346184,,21.661,0.022129049
5.01082605,4.036752211,,21.664,0.02328134
5.011659383,4.0449771,,21.668,0.019157734
5.012492717,4.063257167,,21.671,0.013704284
5.01332605,4.091072789,,21.675,0.012352698
5.014159383,4.126465467,,21.679,0.012986821
5.014992717,4.170771778,,21.682,0.014378266
5.01582605,4.232620367,,21.686,0.019041781
5.016659383,4.316638489,,21.689,0.024227088
5.017492717,4.422909956,,21.693,0.023752402
5.01832605,4.554756344,,21.697,0.017447417
5.019159383,4.715106656,,21.7,0.010881535
5.019992717,4.909923811,,21.704,0.007645701
5.02082605,5.136458156,,21.707,0.008790744
5.021659383,5.389807189,,21.711,0.011566387
5.022492717,5.674081811,,21.715,0.012657077
5.02332605,5.9960945,,21.718,0.01113156
5.024159383,6.360094089,,21.722,0.008743638
5.024992717,6.759165611,,21.725,0.009664021
5.02582605,7.182327233,,21.729,0.014367395
5.026659383,7.618419056,,21.732,0.016940119
5.027492717,8.061825289,,21.736,0.014787727
5.02832605,8.506502,,21.74,0.01204832
5.029159383,8.960025989,,21.743,0.011381586
5.029992717,9.41969,,21.747,0.011845401
5.03082605,9.878704033,,21.75,0.013961557
5.031659383,10.31788486,,21.754,0.018628695
5.032492717,10.71564084,,21.758,0.020175953
5.03332605,11.0694738,,21.761,0.017316969
5.034159383,11.39091656,,21.765,0.016425574
5.034992717,11.67036216,,21.768,0.019429501
5.03582605,11.89190986,,21.772,0.019672279
5.036659383,12.06070567,,21.776,0.015769711
5.037492717,12.19116571,,21.779,0.012207756
5.03832605,12.28586036,,21.783,0.010501062
5.039159383,12.33094408,,21.786,0.008754508
5.039992717,12.33139323,,21.79,0.006497034
5.04082605,12.30065908,,21.793,0.006743436
5.041659383,12.23545397,,21.797,0.008845097
5.042492717,12.15018178,,21.801,0.01113156
5.04332605,12.04338588,,21.804,0.013990545
5.044159383,11.92705114,,21.808,0.015729852
5.044992717,11.80909651,,21.811,0.012950585
5.04582605,11.69488582,,21.815,0.008453753
5.046659383,11.5922211,,21.819,0.00866392
5.047492717,11.50864963,,21.822,0.011309115
5.04832605,11.46520289,,21.826,0.011432315
5.049159383,11.44852196,,21.829,0.010508309
5.049992717,11.4390529,,21.833,0.009953905
5.05082605,11.43017898,,21.837,0.008435636
5.051659383,11.43476762,,21.84,0.007743537
5.052492717,11.44960533,,21.844,0.011033724
5.05332605,11.48069313,,21.847,0.014273182
5.054159383,11.54998251,,21.851,0.014769609
5.054992717,11.68597819,,21.854,0.014197088
5.05582605,11.90318853,,21.858,0.014410878
5.056659383,12.2080955,,21.862,0.012798396
5.057492717,12.60851297,,21.865,0.009250935
5.05832605,13.11462846,,21.869,0.007167391
5.059159383,13.72263242,,21.872,0.006489787
5.059992717,14.44734077,,21.876,0.005217919
5.06082605,15.30272641,,21.88,0.005167189
5.061659383,16.29326829,,21.883,0.006939108
5.062492717,17.41560308,,21.887,0.008326929
5.06332605,18.65959938,,21.89,0.009356019
5.064159383,20.04548588,,21.894,0.01046845
5.064992717,21.56279834,,21.898,0.010501062
5.06582605,23.20820401,,21.901,0.00851173
5.066659383,24.96006972,,21.905,0.008312435
5.067492717,26.79968701,,21.908,0.007171015
5.06832605,28.66022517,,21.912,0.004058381
5.069159383,30.42467242,,21.915,0.002953197
5.069992717,31.97304449,,21.919,0.006000607
5.07082605,33.27836437,,21.923,0.008439259
5.071659383,34.36924696,,21.926,0.008330553
5.072492717,35.28770692,,21.93,0.007225368
5.07332605,35.96118156,,21.933,0.005435332
5.074159383,36.2313642,,21.937,0.003746756
5.074992717,36.06331673,,21.941,0.00349673
5.07582605,35.55003677,,21.944,0.004536691
5.076659383,34.84654499,,21.948,0.004337395
5.077492717,33.97476961,,21.951,0.002087168
5.07832605,32.90104698,,21.955,0
5.079159383,31.66232196,,21.959,0.000641369
5.079992717,30.3046877,,21.962,0.002764772
5.08082605,28.80120256,,21.966,0.00327207
5.081659383,27.15755677,,21.969,0.003855462
5.082492717,25.39038687,,21.973,0.006044089
5.08332605,23.60914743,,21.976,0.007881232
5.084159383,21.83016731,,21.98,0.007109415
5.084992717,20.10032533,,21.984,0.00698259
5.08582605,18.41905518,,21.987,0.008848721
5.086659383,16.84370387,,,
5.087492717,15.3809291,,,
5.08832605,14.02587661,,,
5.089159383,12.76138024,,,
5.089992717,11.60069817,,,
5.09082605,10.57309252,,,
5.091659383,9.692863022,,,
5.092492717,8.947526944,,,
5.09332605,8.326525678,,,
5.094159383,7.806163989,,,
5.094992717,7.368829556,,,
5.09582605,7.016974333,,,
5.096659383,6.7484472,,,
5.097492717,6.562557722,,,
5.09832605,6.441655644,,,
5.099159383,6.367849278,,,
5.099992717,6.3339104,,,
5.10082605,6.329255156,,,
5.101659383,6.344683344,,,
5.102492717,6.369439711,,,
5.10332605,6.402076233,,,
5.104159383,6.436276278,,,
5.104992717,6.464507322,,,
5.10582605,6.482570511,,,
5.106659383,6.490048467,,,
5.107492717,6.486443056,,,
5.10832605,6.471567678,,,
5.109159383,6.443408989,,,
5.109992717,6.402899644,,,
5.11082605,6.350829911,,,
5.111659383,6.292888244,,,
5.112492717,6.226400467,,,
5.11332605,6.156336333,,,
5.114159383,6.087178167,,,
5.114992717,6.027350456,,,
5.11582605,5.984737044,,,
5.116659383,5.965684378,,,
5.117492717,5.970671911,,,
5.11832605,5.994431578,,,
5.119159383,6.036923311,,,
5.119992717,6.109686511,,,
5.12082605,6.2209437,,,
5.121659383,6.374338556,,,
5.122492717,6.562366789,,,
5.12332605,6.790124322,,,
5.124159383,7.059915444,,,
5.124992717,7.366523122,,,
5.12582605,7.693053456,,,
5.126659383,8.031132133,,,
5.127492717,8.371256033,,,
5.12832605,8.711894133,,,
5.129159383,9.038226122,,,
5.129992717,9.339903867,,,
5.13082605,9.616970822,,,
5.131659383,9.853247067,,,
5.132492717,10.02766821,,,
5.13332605,10.12595173,,,
5.134159383,10.1758206,,,
5.134992717,10.19575486,,,
5.13582605,10.18082927,,,
5.136659383,10.10214862,,,
5.137492717,9.977223189,,,
5.13832605,9.805698978,,,
5.139159383,9.593487167,,,
5.139992717,9.3351597,,,
5.14082605,9.053321989,,,
5.141659383,8.760172022,,,
5.142492717,8.459876444,,,
5.14332605,8.151703889,,,
5.144159383,7.847575233,,,
5.144992717,7.556100444,,,
5.14582605,7.278249589,,,
5.146659383,7.014079589,,,
5.147492717,6.768770611,,,
5.14832605,6.550419022,,,
5.149159383,6.364656,,,
5.149992717,6.207839622,,,
5.15082605,6.080276322,,,
5.151659383,5.977795211,,,
5.152492717,5.897982111,,,
5.15332605,5.832258489,,,
5.154159383,5.781619511,,,
5.154992717,5.756685256,,,
5.15582605,5.754418156,,,
5.156659383,5.771803633,,,
5.157492717,5.7983688,,,
5.15832605,5.836816156,,,
5.159159383,5.892397278,,,
5.159992717,5.964439356,,,
5.16082605,6.054537956,,,
5.161659383,6.157981756,,,
5.162492717,6.271380744,,,
5.16332605,6.396470178,,,
5.164159383,6.534315989,,,
5.164992717,6.684921611,,,
5.16582605,6.841636078,,,
5.166659383,7.005974378,,,
5.167492717,7.180258678,,,
5.16832605,7.365440611,,,
5.169159383,7.554656156,,,
5.169992717,7.745166711,,,
5.17082605,7.929158722,,,
5.171659383,8.106596878,,,
5.172492717,8.276760344,,,
5.17332605,8.428950056,,,
5.174159383,8.563493789,,,
5.174992717,8.691779956,,,
5.17582605,8.8216251,,,
5.176659383,8.953183433,,,
5.177492717,9.069882811,,,
5.17832605,9.173301056,,,
5.179159383,9.250361433,,,
5.179992717,9.296639756,,,
5.18082605,9.305261767,,,
5.181659383,9.276918322,,,
5.182492717,9.230918956,,,
5.18332605,9.174533078,,,
5.184159383,9.093280611,,,
5.184992717,8.958476033,,,
5.18582605,8.782183322,,,
5.186659383,8.571743167,,,
5.187492717,8.3380947,,,
5.18832605,8.086817222,,,
5.189159383,7.830887878,,,
5.189992717,7.577855378,,,
5.19082605,7.311362444,,,
5.191659383,7.036633933,,,
5.192492717,6.760102411,,,
5.19332605,6.492152433,,,
5.194159383,6.228156178,,,
5.194992717,5.964230878,,,
5.19582605,5.709252722,,,
5.196659383,5.476170211,,,
5.197492717,5.270987722,,,
5.19832605,5.087636833,,,
5.199159383,4.926695,,,
5.199992717,4.785798022,,,
5.20082605,4.667413478,,,
5.201659383,4.570443956,,,
5.202492717,4.497307911,,,
5.20332605,4.445159389,,,
5.204159383,4.412264622,,,
5.204992717,4.402416356,,,
5.20582605,4.416699544,,,
5.206659383,4.4534708,,,
5.207492717,4.505217533,,,
5.20832605,4.573540633,,,
5.209159383,4.663675622,,,
5.209992717,4.776182933,,,
5.21082605,4.906048733,,,
5.211659383,5.052976089,,,
5.212492717,5.221074478,,,
5.21332605,5.415148522,,,
5.214159383,5.6296028,,,
5.214992717,5.857716722,,,
5.21582605,6.089300578,,,
5.216659383,6.324088611,,,
5.217492717,6.564605367,,,
5.21832605,6.809792356,,,
5.219159383,7.046939111,,,
5.219992717,7.270839056,,,
5.22082605,7.4751512,,,
5.221659383,7.666752944,,,
5.222492717,7.836567044,,,
5.22332605,7.986526211,,,
5.224159383,8.107882956,,,
5.224992717,8.206609467,,,
5.22582605,8.275779956,,,
5.226659383,8.312822189,,,
5.227492717,8.3087141,,,
5.22832605,8.259570367,,,
5.229159383,8.170560967,,,
5.229992717,8.046894022,,,
5.23082605,7.895725444,,,
5.231659383,7.711245644,,,
5.232492717,7.498299989,,,
5.23332605,7.262307589,,,
5.234159383,7.018295867,,,
5.234992717,6.763416089,,,
5.23582605,6.503096522,,,
5.236659383,6.2396897,,,
5.237492717,5.984101733,,,
5.23832605,5.7393115,,,
5.239159383,5.504855944,,,
5.239992717,5.2822315,,,
5.24082605,5.076228978,,,
5.241659383,4.8914218,,,
5.242492717,4.728261078,,,
5.24332605,4.5830794,,,
5.244159383,4.456007322,,,
5.244992717,4.341323411,,,
5.24582605,4.244217389,,,
5.246659383,4.162019244,,,
5.247492717,4.097393333,,,
5.24832605,4.042989878,,,
5.249159383,3.998720078,,,
5.249992717,3.962858111,,,
5.25082605,3.937674056,,,
5.251659383,3.9227981,,,
5.252492717,3.917760122,,,
5.25332605,3.921832033,,,
5.254159383,3.934941222,,,
5.254992717,3.9536265,,,
5.25582605,3.975983367,,,
5.256659383,3.997726189,,,
5.257492717,4.024675478,,,
5.25832605,4.0569138,,,
5.259159383,4.096700811,,,
5.259992717,4.138877067,,,
5.26082605,4.184514778,,,
5.261659383,4.239588178,,,
5.262492717,4.304554078,,,
5.26332605,4.378420756,,,
5.264159383,4.460094944,,,
5.264992717,4.553261944,,,
5.26582605,4.661339311,,,
5.266659383,4.784433811,,,
5.267492717,4.9199225,,,
5.26832605,5.067850211,,,
5.269159383,5.2276417,,,
5.269992717,5.400172156,,,
5.27082605,5.577265389,,,
5.271659383,5.7551149,,,
5.272492717,5.927203789,,,
5.27332605,6.096547311,,,
5.274159383,6.263191922,,,
5.274992717,6.4303658,,,
5.27582605,6.600805567,,,
5.276659383,6.764252989,,,
5.277492717,6.911727756,,,
5.27832605,7.042764089,,,
5.279159383,7.154242733,,,
5.279992717,7.248663122,,,
5.28082605,7.323442167,,,
5.281659383,7.378755067,,,
5.282492717,7.406618133,,,
5.28332605,7.400034678,,,
5.284159383,7.3663357,,,
5.284992717,7.315808511,,,
5.28582605,7.251744111,,,
5.286659383,7.173851767,,,
5.287492717,7.075326578,,,
5.28832605,6.954266778,,,
5.289159383,6.816321778,,,
5.289992717,6.679734489,,,
5.29082605,6.561281889,,,
5.291659383,6.465569733,,,
5.292492717,6.382903011,,,
5.29332605,6.309076,,,
5.294159383,6.242890133,,,
5.294992717,6.201221711,,,
5.29582605,6.188350633,,,
5.296659383,6.213645756,,,
5.297492717,6.274987744,,,
5.29832605,6.376161756,,,
5.299159383,6.521567644,,,
5.299992717,6.708896933,,,
5.30082605,6.934651667,,,
5.301659383,7.190310056,,,
5.302492717,7.4848042,,,
5.30332605,7.818503422,,,
5.304159383,8.188078289,,,
5.304992717,8.584698856,,,
5.30582605,8.999001267,,,
5.306659383,9.423417344,,,
5.307492717,9.852391667,,,
5.30832605,10.27358543,,,
5.309159383,10.67193964,,,
5.309992717,11.0468406,,,
5.31082605,11.40435116,,,
5.311659383,11.74158839,,,
5.312492717,12.04438636,,,
5.31332605,12.30728026,,,
5.314159383,12.52304071,,,
5.314992717,12.68801458,,,
5.31582605,12.78401083,,,
5.316659383,12.8064968,,,
5.317492717,12.74104583,,,
5.31832605,12.59806489,,,
5.319159383,12.37869663,,,
5.319992717,12.09960999,,,
5.32082605,11.76933012,,,
5.321659383,11.39447713,,,
5.322492717,10.98039899,,,
5.32332605,10.5263473,,,
5.324159383,10.06381433,,,
5.324992717,9.601986933,,,
5.32582605,9.155567056,,,
5.326659383,8.724678156,,,
5.327492717,8.326488678,,,
5.32832605,7.967365944,,,
5.329159383,7.652019389,,,
5.329992717,7.3750354,,,
5.33082605,7.141142222,,,
5.331659383,6.961564511,,,
5.332492717,6.8446971,,,
5.33332605,6.7978655,,,
5.334159383,6.814097222,,,
5.334992717,6.880589267,,,
5.33582605,6.990463089,,,
5.336659383,7.136204567,,,
5.337492717,7.321283922,,,
5.33832605,7.5483978,,,
5.339159383,7.807311589,,,
5.339992717,8.086036667,,,
5.34082605,8.364064044,,,
5.341659383,8.636476311,,,
5.342492717,8.906559844,,,
5.34332605,9.165226544,,,
5.344159383,9.391449922,,,
5.344992717,9.5714706,,,
5.34582605,9.700416311,,,
5.346659383,9.787564033,,,
5.347492717,9.810607956,,,
5.34832605,9.771283633,,,
5.349159383,9.669233933,,,
5.349992717,9.525538689,,,
5.35082605,9.337201822,,,
5.351659383,9.116787222,,,
5.352492717,8.8643219,,,
5.35332605,8.580558733,,,
5.354159383,8.267772889,,,
5.354992717,7.9306204,,,
5.35582605,7.587658844,,,
5.356659383,7.242187811,,,
5.357492717,6.904337478,,,
5.35832605,6.578912389,,,
5.359159383,6.273318478,,,
5.359992717,5.990807722,,,
5.36082605,5.727625022,,,
5.361659383,5.480286967,,,
5.362492717,5.248422578,,,
5.36332605,5.034544144,,,
5.364159383,4.845300278,,,
5.364992717,4.682656222,,,
5.36582605,4.543946878,,,
5.366659383,4.426046622,,,
5.367492717,4.328298344,,,
5.36832605,4.2495721,,,
5.369159383,4.187771622,,,
5.369992717,4.140672544,,,
5.37082605,4.110484311,,,
5.371659383,4.091990867,,,
5.372492717,4.083706556,,,
5.37332605,4.086133456,,,
5.374159383,4.098982078,,,
5.374992717,4.121049878,,,
5.37582605,4.148326244,,,
5.376659383,4.180017644,,,
5.377492717,4.214032678,,,
5.37832605,4.250826422,,,
5.379159383,4.291730889,,,
5.379992717,4.336719511,,,
5.38082605,4.382835522,,,
5.381659383,4.426981156,,,
5.382492717,4.468934911,,,
5.38332605,4.508110211,,,
5.384159383,4.546418556,,,
5.384992717,4.580575089,,,
5.38582605,4.613102389,,,
5.386659383,4.649805378,,,
5.387492717,4.688357478,,,
5.38832605,4.727259989,,,
5.389159383,4.763933544,,,
5.389992717,4.805361533,,,
5.39082605,4.854239356,,,
5.391659383,4.910475556,,,
5.392492717,4.974515422,,,
5.39332605,5.048141411,,,
5.394159383,5.1308685,,,
5.394992717,5.226097589,,,
5.39582605,5.335524044,,,
5.396659383,5.4617116,,,
5.397492717,5.6017279,,,
5.39832605,5.756935578,,,
5.399159383,5.923454878,,,
5.399992717,6.0962122,,,
5.40082605,6.265410478,,,
5.401659383,6.432718456,,,
5.402492717,6.597002733,,,
5.40332605,6.757490956,,,
5.404159383,6.897547089,,,
5.404992717,7.022571222,,,
5.40582605,7.139380867,,,
5.406659383,7.251933889,,,
5.407492717,7.3483457,,,
5.40832605,7.409154256,,,
5.409159383,7.4331134,,,
5.409992717,7.421159333,,,
5.41082605,7.385848322,,,
5.411659383,7.333172056,,,
5.412492717,7.272350133,,,
5.41332605,7.194932378,,,
5.414159383,7.093931256,,,
5.414992717,6.9575793,,,
5.41582605,6.802184,,,
5.416659383,6.636935789,,,
5.417492717,6.472353389,,,
5.41832605,6.308447156,,,
5.419159383,6.144312778,,,
5.419992717,5.976101867,,,
5.42082605,5.793641233,,,
5.421659383,5.601508611,,,
5.422492717,5.407528322,,,
5.42332605,5.223117322,,,
5.424159383,5.049214244,,,
5.424992717,4.884126333,,,
5.42582605,4.731730644,,,
5.426659383,4.591943978,,,
5.427492717,4.466532967,,,
5.42832605,4.353480033,,,
5.429159383,4.253474867,,,
5.429992717,4.164201389,,,
5.43082605,4.084078933,,,
5.431659383,4.010682622,,,
5.432492717,3.946565878,,,
5.43332605,3.891048722,,,
5.434159383,3.844235144,,,
5.434992717,3.804344767,,,
5.43582605,3.768789067,,,
5.436659383,3.739334378,,,
5.437492717,3.715615656,,,
5.43832605,3.695534744,,,
5.439159383,3.678914322,,,
5.439992717,3.664215089,,,
5.44082605,3.653880356,,,
5.441659383,3.6436957,,,
5.442492717,3.638162722,,,
5.44332605,3.633879256,,,
5.444159383,3.633723056,,,
5.444992717,3.631779578,,,
5.44582605,3.628214667,,,
5.446659383,3.623451211,,,
5.447492717,3.620918644,,,
5.44832605,3.6218209,,,
5.449159383,3.627139267,,,
5.449992717,3.634395867,,,
5.45082605,3.644662733,,,
5.451659383,3.655663144,,,
5.452492717,3.669211567,,,
5.45332605,3.684592578,,,
5.454159383,3.698958844,,,
5.454992717,3.710912167,,,
5.45582605,3.725069822,,,
5.456659383,3.742889222,,,
5.457492717,3.767332767,,,
5.45832605,3.7948174,,,
5.459159383,3.823866122,,,
5.459992717,3.852294011,,,
5.46082605,3.882337722,,,
5.461659383,3.921135367,,,
5.462492717,3.967676933,,,
5.46332605,4.018113589,,,
5.464159383,4.0698684,,,
5.464992717,4.123614256,,,
5.46582605,4.181637067,,,
5.466659383,4.245575067,,,
5.467492717,4.312902467,,,
5.46832605,4.385067456,,,
5.469159383,4.456577811,,,
5.469992717,4.530462356,,,
5.47082605,4.603684922,,,
5.471659383,4.679143056,,,
5.472492717,4.752455311,,,
5.47332605,4.823956367,,,
5.474159383,4.8941731,,,
5.474992717,4.9612935,,,
5.47582605,5.021506089,,,
5.476659383,5.076604056,,,
5.477492717,5.128285511,,,
5.47832605,5.175820456,,,
5.479159383,5.210746744,,,
5.479992717,5.231868411,,,
5.48082605,5.240275578,,,
5.481659383,5.241134789,,,
5.482492717,5.236667656,,,
5.48332605,5.222634856,,,
5.484159383,5.1965477,,,
5.484992717,5.165803244,,,
5.48582605,5.133329822,,,
5.486659383,5.094796178,,,
5.487492717,5.041807067,,,
5.48832605,4.977560967,,,
5.489159383,4.908629311,,,
5.489992717,4.841289967,,,
5.49082605,4.777860044,,,
5.491659383,4.718652411,,,
5.492492717,4.661146956,,,
5.49332605,4.602334822,,,
5.494159383,4.545528111,,,
5.494992717,4.496189511,,,
5.49582605,4.454876356,,,
5.496659383,4.417176033,,,
5.497492717,4.382112167,,,
5.49832605,4.357458311,,,
5.499159383,4.346043389,,,
5.499992717,4.348153689,,,
5.50082605,4.361808456,,,
5.501659383,4.3944734,,,
5.502492717,4.451861411,,,
5.50332605,4.539837511,,,
5.504159383,4.659194989,,,
5.504992717,4.813270811,,,
5.50582605,5.010706022,,,
5.506659383,5.251938511,,,
5.507492717,5.5431052,,,
5.50832605,5.890139056,,,
5.509159383,6.307334111,,,
5.509992717,6.803107067,,,
5.51082605,7.376339933,,,
5.511659383,8.014769889,,,
5.512492717,8.7076897,,,
5.51332605,9.456804811,,,
5.514159383,10.26296721,,,
5.514992717,11.11735156,,,
5.51582605,12.0204228,,,
5.516659383,12.95601336,,,
5.517492717,13.88027923,,,
5.51832605,14.7694715,,,
5.519159383,15.617232,,,
5.519992717,16.44095227,,,
5.52082605,17.20874499,,,
5.521659383,17.91051297,,,
5.522492717,18.5562742,,,
5.52332605,19.1019549,,,
5.524159383,19.48524497,,,
5.524992717,19.69509166,,,
5.52582605,19.76874387,,,
5.526659383,19.73401427,,,
5.527492717,19.56883101,,,
5.52832605,19.25432304,,,
5.529159383,18.80238969,,,
5.529992717,18.2024734,,,
5.53082605,17.48214313,,,
5.531659383,16.68836133,,,
5.532492717,15.85238884,,,
5.53332605,14.96157068,,,
5.534159383,14.01443252,,,
5.534992717,13.04825188,,,
5.53582605,12.10215638,,,
5.536659383,11.1719964,,,
5.537492717,10.26598186,,,
5.53832605,9.407771078,,,
5.539159383,8.631848478,,,
