Injection Data File Name,Signal Name,RT,Area,Height,Compound Name
F-003-1-MBPR049_01_GS2.D,FID1A,0.016,0.0783,0.0992,
F-003-1-MBPR049_01_GS2.D,FID1A,0.516,0.0384,0.0533,
F-003-1-MBPR049_01_GS2.D,FID1A,1.251,1983.2675,2006.5695,
F-003-1-MBPR049_01_GS2.D,FID1A,1.281,30692.6719,26227.3672,
F-003-1-MBPR049_01_GS2.D,FID1A,1.409,13495.9805,12129.7549,
F-003-1-MBPR049_01_GS2.D,FID1A,1.464,333.7141,345.0508,
F-003-1-MBPR049_01_GS2.D,FID1A,1.525,335.5806,324.6842,
F-003-1-MBPR049_01_GS2.D,FID1A,1.564,16.8102,20.0006,
F-003-1-MBPR049_01_GS2.D,FID1A,1.695,3359.3547,2476.6008,
F-003-1-MBPR049_01_GS2.D,FID1A,1.764,769.1164,733.3125,
F-003-1-MBPR049_01_GS2.D,FID1A,1.802,24.9335,23.7501,
F-003-1-MBPR049_01_GS2.D,FID1A,1.855,147.6620,134.9431,
F-003-1-MBPR049_01_GS2.D,FID1A,1.912,121.1974,59.0346,
F-003-1-MBPR049_01_GS2.D,FID1A,2.000,52.8283,50.9638,
F-003-1-MBPR049_01_GS2.D,FID1A,2.042,330.8604,285.1636,
F-003-1-MBPR049_01_GS2.D,FID1A,2.074,41.1029,29.3962,
F-003-1-MBPR049_01_GS2.D,FID1A,2.148,0.5455,0.4103,
F-003-1-MBPR049_01_GS2.D,FID1A,2.186,4.8120,4.6678,
F-003-1-MBPR049_01_GS2.D,FID1A,2.254,18.5148,11.7546,
F-003-1-MBPR049_01_GS2.D,FID1A,2.315,15.0021,9.7335,
F-003-1-MBPR049_01_GS2.D,FID1A,2.348,1006.9430,749.0671,
F-003-1-MBPR049_01_GS2.D,FID1A,2.430,277.8395,249.3499,
F-003-1-MBPR049_01_GS2.D,FID1A,2.513,29.5754,22.0783,
F-003-1-MBPR049_01_GS2.D,FID1A,2.541,30.4820,22.2539,
F-003-1-MBPR049_01_GS2.D,FID1A,2.571,18.4144,11.1320,
F-003-1-MBPR049_01_GS2.D,FID1A,2.677,57.8818,45.4402,
F-003-1-MBPR049_01_GS2.D,FID1A,2.728,41.1034,23.0694,
F-003-1-MBPR049_01_GS2.D,FID1A,2.779,3.6110,3.5127,
F-003-1-MBPR049_01_GS2.D,FID1A,2.812,13.8357,11.0037,
F-003-1-MBPR049_01_GS2.D,FID1A,2.858,12.4598,9.8439,
F-003-1-MBPR049_01_GS2.D,FID1A,2.937,81.6352,63.1062,
F-003-1-MBPR049_01_GS2.D,FID1A,3.032,150.9178,131.0617,
F-003-1-MBPR049_01_GS2.D,FID1A,3.056,101.8049,85.2368,
F-003-1-MBPR049_01_GS2.D,FID1A,3.147,11.5193,8.8513,
F-003-1-MBPR049_01_GS2.D,FID1A,3.238,9.7525,6.7460,
F-003-1-MBPR049_01_GS2.D,FID1A,3.266,4.0725,3.2301,
F-003-1-MBPR049_01_GS2.D,FID1A,3.313,3.1119,1.9926,
F-003-1-MBPR049_01_GS2.D,FID1A,3.346,7.2364,3.6472,
F-003-1-MBPR049_01_GS2.D,FID1A,3.406,35.8057,26.1453,
F-003-1-MBPR049_01_GS2.D,FID1A,3.483,261.7561,175.2800,
F-003-1-MBPR049_01_GS2.D,FID1A,3.590,91.8139,72.6231,
F-003-1-MBPR049_01_GS2.D,FID1A,3.649,27.0225,21.6325,
F-003-1-MBPR049_01_GS2.D,FID1A,3.669,19.7066,17.1920,
F-003-1-MBPR049_01_GS2.D,FID1A,3.716,11.0902,8.7705,
F-003-1-MBPR049_01_GS2.D,FID1A,3.761,2.1568,1.8447,
F-003-1-MBPR049_01_GS2.D,FID1A,3.793,9.8072,7.2468,
F-003-1-MBPR049_01_GS2.D,FID1A,3.826,8.6784,4.8328,
F-003-1-MBPR049_01_GS2.D,FID1A,3.886,2.7614,2.1431,
F-003-1-MBPR049_01_GS2.D,FID1A,3.926,11.2478,7.9781,
F-003-1-MBPR049_01_GS2.D,FID1A,3.972,20.3541,15.9948,
F-003-1-MBPR049_01_GS2.D,FID1A,4.037,29.1104,17.7523,
F-003-1-MBPR049_01_GS2.D,FID1A,4.122,10.1673,6.0527,
F-003-1-MBPR049_01_GS2.D,FID1A,4.191,7.0063,5.1910,
F-003-1-MBPR049_01_GS2.D,FID1A,4.242,1.3829,1.1140,
F-003-1-MBPR049_01_GS2.D,FID1A,4.303,16.2738,12.2378,
F-003-1-MBPR049_01_GS2.D,FID1A,4.346,2.9565,1.9660,
F-003-1-MBPR049_01_GS2.D,FID1A,4.402,41.4506,28.3857,
F-003-1-MBPR049_01_GS2.D,FID1A,4.466,6.9229,4.9420,
F-003-1-MBPR049_01_GS2.D,FID1A,4.506,56.2728,40.4029,
F-003-1-MBPR049_01_GS2.D,FID1A,4.545,8.6058,6.1535,
F-003-1-MBPR049_01_GS2.D,FID1A,4.609,4.8403,2.6443,
F-003-1-MBPR049_01_GS2.D,FID1A,4.681,2.9075,1.1264,
F-003-1-MBPR049_01_GS2.D,FID1A,4.710,0.8925,0.7844,
