,Component RT,Compound Name,Formula,Match Factor,Previous Best Compound Name,Previous Best Formula,Previous Best Match Factor,Previous Worst Compound Name,Previous Worst Formula,Previous Worst Match Factor
0,39.9594668312314,No Match,,,"Cyclotrisiloxane, hexamethyl-",C6H18O3Si3,54.8091181997542,"Cyclotrisiloxane, hexamethyl-",C6H18O3Si3,54.8091181997542
1,38.9351,No Match,,,"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative",C24H36O2Si2,83.5566806053561,"4-tert-Octylphenol, TMS derivative",C17H30OSi,55.8589290336645
2,38.4907329971568,No Match,,,"5,12-Dioxa-2,4,6,11,13-pentaazatricyclo[8.3.0.0((3,7)]trideca-1(13),3,6,8,10-pentaene-8,9-diamine",C6H5N7O2,53.6305172098641,"5,12-Dioxa-2,4,6,11,13-pentaazatricyclo[8.3.0.0((3,7)]trideca-1(13),3,6,8,10-pentaene-8,9-diamine",C6H5N7O2,53.6305172098641
3,38.2345,No Match,,,"6-Nitro-1H-quinazoline-2,4-dione",C8H5N3O4,55.373022971101,"3-(4-Nitrophenyl)-4H-1,2,4-oxadiazol-5-one",C8H5N3O4,54.6526769834912
4,37.8287300708846,No Match,,,"9-Amino-7-mercapto-5,6,8,10-tetraaza-benzo[b]fluoren-11-one",C13H7N5OS,52.4097880069875,"9-Amino-7-mercapto-5,6,8,10-tetraaza-benzo[b]fluoren-11-one",C13H7N5OS,52.4097880069875
5,37.365300334816,No Match,,,"3-Quinolinecarboxylic acid, 6,8-difluoro-4-hydroxy-, ethyl ester",C12H9F2NO3,50.9311229116597,"3-Quinolinecarboxylic acid, 6,8-difluoro-4-hydroxy-, ethyl ester",C12H9F2NO3,50.9311229116597
6,37.3232384882765,"5-Benzofuranpropanol, 2-(1,3-benzodioxol-5-yl)-7-methoxy-",C19H18O5,52.180368722651,"5-Benzofuranpropanol, 2-(1,3-benzodioxol-5-yl)-7-methoxy-",C19H18O5,52.180368722651,"5-Benzofuranpropanol, 2-(1,3-benzodioxol-5-yl)-7-methoxy-",C19H18O5,52.180368722651
7,36.5846416666667,No Match,,,"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative",C24H36O2Si2,55.7356383796404,"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative",C24H36O2Si2,55.7356383796404
8,36.2998,No Match,,,2-Chloro-5-iodo-benzoic acid pyridin-3-ylmethylene-hydrazide,C13H9ClIN3O,58.7448439726466,"Benzamide, 4-methoxy-N-[4-(1-methylcyclopropyl)phenyl]-",C18H19NO2,51.0525260135738
9,35.9461,No Match,,,"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative",C24H36O2Si2,74.9083788586061,"4-tert-Octylphenol, TMS derivative",C17H30OSi,51.246531926833
10,35.8981,No Match,,,"3-Quinolinecarboxylic acid, 6,8-difluoro-4-hydroxy-, ethyl ester",C12H9F2NO3,51.9260101086325,"3-Quinolinecarboxylic acid, 6,8-difluoro-4-hydroxy-, ethyl ester",C12H9F2NO3,51.9260101086325
11,35.6724,"1-(3-Hydroxy-4-methylphenyl)-1,3,3,6-tetramethylindan-5-ol",C20H24O2,51.4526518010594,1-Dimethyl(pentafluorophenyl)silyloxycyclopentane,C13H15F5OSi,58.6379637887932,"1-(2,4-Dihydroxyphenyl)-1-butanone, 2TMS",C16H28O3Si2,50.6290459911328
