,Component RT,Compound Name,Formula,Match Factor,Previous Best Compound Name,Previous Best Formula,Previous Best Match Factor,Previous Worst Compound Name,Previous Worst Formula,Previous Worst Match Factor
0,15.6417653709748,"Benzene, 1,2,4,5-tetramethyl-",C10H14,91.175615515122,"Benzene, 1,2,4,5-tetramethyl-",C10H14,91.175615515122,"Benzene, 1,2,4,5-tetramethyl-",C10H14,84.7395451012881
1,15.6202,"Benzene, 1,2,3,5-tetramethyl-",C10H14,87.233441611869,"Benzene, 1,2,3,5-tetramethyl-",C10H14,87.233441611869,"Benzene, 1,2,3,4-tetramethyl-",C10H14,83.4043906439685
2,15.5709,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,81.4294578622886,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,81.4294578622886,"Benzene, 1-ethyl-3,5-dimethyl-",C10H14,79.4900015004052
3,15.0665,"Benzene, 2-ethyl-1,4-dimethyl-",C10H14,91.4161814902642,"Benzene, 2-ethyl-1,4-dimethyl-",C10H14,91.4161814902642,"Benzene, 2-ethyl-1,3-dimethyl-",C10H14,85.2335246353437
4,14.9298,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,90.8687976763936,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,90.8687976763936,o-Cymene,C10H14,82.7743238192771
5,14.7396,"Nonane, 5-(2-methylpropyl)-",C13H28,84.1472075967248,"Nonane, 5-(2-methylpropyl)-",C13H28,84.1472075967248,"Nonane, 5-(1-methylpropyl)-",C13H28,72.2602605061402
6,14.6299,"Decane, 2-methyl-",C11H24,81.0238590389006,"Decane, 2-methyl-",C11H24,81.0238590389006,"Undecane, 5-methyl-",C12H26,79.9463073343143
7,14.6081,"Benzene, 1,2,4,5-tetramethyl-",C10H14,90.995184108416,"Benzene, 1,2,4,5-tetramethyl-",C10H14,90.995184108416,"Benzene, 1-ethyl-3,5-dimethyl-",C10H14,81.1869942420781
8,14.5712,"Octane, 3,3-dimethyl-",C10H22,75.0147204911278,"Octane, 3,3-dimethyl-",C10H22,75.0147204911278,"Octane, 3-ethyl-",C10H22,71.258117954037
9,14.5659,"Benzene, (2-ethenyl-1,4,4-trimethylpentyl)-",C16H24,56.6074710780973,1-Benzoyl-2-t-butyl-5-methyl-5-(2-methylthioethyl)imidazolidin-4-one,C18H26N2O2S,58.0703507333753,"Benzene, (2-ethenyl-1,4,4-trimethylpentyl)-",C16H24,56.2989289475929
10,14.5164,"Heptane, 4-ethyl-",C9H20,76.6656791359759,"Heptane, 4-ethyl-",C9H20,76.6656791359759,"Decane, 5-methyl-",C11H24,71.9158012802317
11,14.492,"Benzene, 1-methyl-4-propyl-",C10H14,86.1066869502998,"Benzene, 1-methyl-4-propyl-",C10H14,86.1066869502998,"Benzene, 1-methyl-2-propyl-",C10H14,74.7298975591597
12,14.2171,"Nonane, 5-methyl-5-propyl-",C13H28,70.3801845048989,"Nonane, 5-methyl-5-propyl-",C13H28,70.3801845048989,"Sulfurous acid, butyl nonyl ester",C13H28O3S,65.92272648809
13,14.1386,"Undecane, 5,5-dimethyl-",C13H28,81.6002639137375,"Undecane, 5,5-dimethyl-",C13H28,81.6002639137375,"Dodecane, 2,7,10-trimethyl-",C15H32,79.6097684626489
14,14.0194,"Benzene, (1-methylethyl)-",C9H12,81.7682806833203,"Benzene, (1-methylethyl)-",C9H12,81.7682806833203,"Benzene, 1-ethyl-4-methyl-",C9H12,72.5944549659705
15,13.9852,"Benzene, 1,2,4,5-tetramethyl-",C10H14,59.1983874543993,"1-Pentanone, 1-(4-methylphenyl)-",C12H16O,61.5513062389611,"Benzene, 1,2,3,5-tetramethyl-",C10H14,58.2858297865181
16,13.9331,"Heptane, 3,3,5-trimethyl-",C10H22,83.1346702210621,"Heptane, 3,3,5-trimethyl-",C10H22,83.1346702210621,"Octane, 3-ethyl-",C10H22,78.6726783264159
17,13.8829,"Nonane, 2,5-dimethyl-",C11H24,83.4508549110857,"Nonane, 2,5-dimethyl-",C11H24,83.4508549110857,"Nonane, 4,5-dimethyl-",C11H24,79.121854311957
18,13.7837,"4,4-Dimethyl octane",C10H22,81.528631520126,"4,4-Dimethyl octane",C10H22,81.528631520126,"Undecane, 5,7-dimethyl-",C13H28,75.5624253341077
19,13.6283,"1,3-Benzenediol, 4,5-dimethyl-",C8H10O2,64.397554577102,"Pyrazole-4-carboxaldehyde, 1-ethyl-5-methyl-",C7H10N2O,67.8625447793343,"1,3-Benzenediol, 4,5-dimethyl-",C8H10O2,63.4266068979938
20,13.5968,Flamenol,C7H8O3,64.0926910048238,"2-Pyrazoline, 1-isobutyl-3-methyl-",C8H16N2,68.0627454902487,"2-Pyrazoline, 1-isobutyl-3-methyl-",C8H16N2,58.0676626537585
21,13.534,"Decane, 2,3,7-trimethyl-",C13H28,75.1633724073699,"Decane, 2,3,7-trimethyl-",C13H28,75.1633724073699,Hexadecane,C16H34,71.0147539542422
22,13.487,"Benzene, 1,2,4-trimethyl-",C9H12,98.154509071391,"Benzene, 1,2,4-trimethyl-",C9H12,98.154509071391,N-Cyclohexyl-N'-(4-fluorophenyl)urea,C13H17FN2O,53.174970621384
23,13.4379,"Octane, 2,6,6-trimethyl-",C11H24,70.9068906518565,"Octane, 2,6,6-trimethyl-",C11H24,70.9068906518565,"Sulfurous acid, nonyl 2-pentyl ester",C14H30O3S,58.3773898302477
24,13.3824,"Trans-1,4-diethylcyclohexane",C10H20,62.7124804230208,Flamenol,C7H8O3,67.8529892645024,"Trans-1,4-diethylcyclohexane",C10H20,62.7120149561423
25,13.3292,"m-Menthane, (1S,3S)-(+)-",C10H20,78.3465411061992,"m-Menthane, (1S,3S)-(+)-",C10H20,78.3465411061992,"Cyclohexane, 1-methyl-4-(1-methylethyl)-, cis-",C10H20,75.0641269070539
