,Component RT,Compound Name,Formula,Match Factor,Previous Best Compound Name,Previous Best Formula,Previous Best Match Factor,Previous Worst Compound Name,Previous Worst Formula,Previous Worst Match Factor
0,21.64720119279,No Match,,,"2-Propenenitrile, 3-(phenylsulfonyl)-",C9H7NO2S,71.1206877741467,Diphenyl sulfone,C12H10O2S,62.0620778475468
1,16.3459506532914,No Match,,,Diphenyl sulfone,C12H10O2S,66.2457441175618,Diphenyl sulfone,C12H10O2S,66.2457441175618
2,15.1692,"Heptane, 3,3,5-trimethyl-",C10H22,81.3905294265213,"Heptane, 3,3,5-trimethyl-",C10H22,81.3905294265213,"Sulfurous acid, hexyl 2-pentyl ester",C11H24O3S,78.2584263124139
3,14.8746,"Undecane, 2,8-dimethyl-",C13H28,90.8528551530752,"Undecane, 2,8-dimethyl-",C13H28,90.8528551530752,"Pentane, 3,3-dimethyl-",C7H16,71.4662005977083
4,14.6542,"Decane, 2,5,9-trimethyl-",C13H28,91.0942510906794,"Decane, 2,5,9-trimethyl-",C13H28,91.0942510906794,"Undecane, 3,6-dimethyl-",C13H28,89.4387864667405
5,14.5907,"Benzene, (2,2-dimethylbutyl)-",C12H18,52.2249880174782,"Benzene, (2,2-dimethylbutyl)-",C12H18,52.2249880174782,Benzyl isopentyl ether,C12H18O,51.2989744733908
6,14.5219,"Octane, 2,6-dimethyl-",C10H22,91.2958797756634,"Octane, 2,6-dimethyl-",C10H22,91.2958797756634,"Octane, 3,6-dimethyl-",C10H22,89.7447728355172
7,14.1898,"Nonane, 5-(2-methylpropyl)-",C13H28,91.0360898777276,"Nonane, 5-(2-methylpropyl)-",C13H28,91.0360898777276,"Decane, 2,4,6-trimethyl-",C13H28,88.2047031114733
8,14.1025,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,86.8937826684205,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,86.8937826684205,"Heptane, 4-ethyl-2,2,6,6-tetramethyl-",C13H28,83.9549303535127
9,13.9751,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,92.4010030911963,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,92.4010030911963,"Heptane, 5-ethyl-2,2,3-trimethyl-",C12H26,90.5204874925943
10,13.5491,Decane,C10H22,92.1433979364381,Decane,C10H22,92.1433979364381,"2,2-Dimethyl-3-heptanone",C9H18O,76.2075883583301
11,13.5335,Decane,C10H22,77.6243703424248,Decane,C10H22,77.6243703424248,Decane,C10H22,76.4565617482925
12,13.5072,"Benzene, 1,2,3-trimethyl-",C9H12,62.7929914890137,"Benzene, 1,2,3-trimethyl-",C9H12,62.7929914890137,Mesitylene,C9H12,60.0572201152991
13,13.4236,3-Ethyl-3-methylheptane,C10H22,85.9598239497869,3-Ethyl-3-methylheptane,C10H22,85.9598239497869,"4-Heptanone, 2-methyl-",C8H16O,80.54028403586
14,13.0896,"Octane, 3-methyl-",C9H20,85.9515133616391,"Octane, 3-methyl-",C9H20,85.9515133616391,"Pentane, 3-ethyl-2,2-dimethyl-",C9H20,80.8167799355244
15,13.0293,"Benzene, 1,2,3-trimethyl-",C9H12,58.0795611849085,"Benzene, 1,2,3-trimethyl-",C9H12,58.0795611849085,"Benzene, 1-ethyl-4-methyl-",C9H12,54.479896774971
16,12.843,"Octane, 2,2,6-trimethyl-",C11H24,93.4469860672667,"Octane, 2,2,6-trimethyl-",C11H24,93.4469860672667,"Decane, 6-ethyl-2-methyl-",C13H28,90.170794949044
17,12.759,No Match,,,N-Isobutyl(phenyl)methanesulfonamide,C11H17NO2S,62.9634702356142,"Ethanol, 2-[(phenylmethyl)amino]-",C9H13NO,57.5452538500226
18,11.6374,Nonane,C9H20,96.4713948541134,Nonane,C9H20,96.4713948541134,Octane,C8H18,90.2539542309836
19,11.6096,Nonane,C9H20,94.9720303530458,Nonane,C9H20,94.9720303530458,Nonane,C9H20,91.1727655290754
20,11.5714,"3-Heptene, 4-ethyl-",C9H18,72.6473683883529,"3-Heptene, 4-ethyl-",C9H18,72.6473683883529,"Cyclobutanone, 2,2,4,4-tetramethyl-",C8H14O,67.7798655645274
21,11.5301,Ethylbenzene,C8H10,92.6528706849372,Ethylbenzene,C8H10,92.6528706849372,p-Xylene,C8H10,73.6593802682463
22,11.4554,"Heptane, 2-methyl-3-methylene-",C9H18,75.0488647396054,"Heptane, 2-methyl-3-methylene-",C9H18,75.0488647396054,5-methyl-2-(Z)-hepten-4-one,C8H14O,62.3267820876558
