Injection Data File Name,Signal Name,RT,Area,Height,Compound Name
MBPR039_LQ.D,FID1A,2.355,0.1135,0.0552,
MBPR039_LQ.D,FID1A,2.448,0.0792,0.0415,
MBPR039_LQ.D,FID1A,2.675,0.5753,0.3489,
MBPR039_LQ.D,FID1A,2.774,0.0725,0.0400,
MBPR039_LQ.D,FID1A,3.165,0.9645,0.4241,
MBPR039_LQ.D,FID1A,3.285,0.5264,0.2633,
MBPR039_LQ.D,FID1A,3.436,0.4945,0.2257,
MBPR039_LQ.D,FID1A,3.689,0.3307,0.1267,
MBPR039_LQ.D,FID1A,3.780,1.8559,0.5661,
MBPR039_LQ.D,FID1A,3.842,0.0595,0.0219,
MBPR039_LQ.D,FID1A,4.390,90863.9063,16014.2744,
MBPR039_LQ.D,FID1A,4.459,4.0337,1.1486,
MBPR039_LQ.D,FID1A,4.608,0.8279,0.2856,
MBPR039_LQ.D,FID1A,4.694,0.7143,0.4548,
MBPR039_LQ.D,FID1A,4.850,0.0834,0.0423,
MBPR039_LQ.D,FID1A,5.342,0.1156,0.0431,
MBPR039_LQ.D,FID1A,5.464,0.1583,0.0813,
MBPR039_LQ.D,FID1A,5.513,0.1557,0.0642,
MBPR039_LQ.D,FID1A,6.139,0.0762,0.0267,
MBPR039_LQ.D,FID1A,6.262,0.4397,0.1501,
MBPR039_LQ.D,FID1A,6.448,0.2020,0.0751,
MBPR039_LQ.D,FID1A,7.081,0.0402,0.0179,
MBPR039_LQ.D,FID1A,7.240,0.0557,0.0219,
MBPR039_LQ.D,FID1A,7.621,0.0570,0.0236,
MBPR039_LQ.D,FID1A,7.769,0.0904,0.0351,
MBPR039_LQ.D,FID1A,7.930,0.1765,0.0679,
MBPR039_LQ.D,FID1A,8.431,0.0554,0.0192,
MBPR039_LQ.D,FID1A,8.609,0.2227,0.0787,
MBPR039_LQ.D,FID1A,8.767,0.1734,0.0673,
MBPR039_LQ.D,FID1A,8.905,0.0310,0.0193,
MBPR039_LQ.D,FID1A,9.920,0.0583,0.0263,
MBPR039_LQ.D,FID1A,10.109,0.0779,0.0379,
MBPR039_LQ.D,FID1A,10.678,0.0799,0.0234,
MBPR039_LQ.D,FID1A,10.718,0.1132,0.0509,
MBPR039_LQ.D,FID1A,10.856,0.0966,0.0468,
MBPR039_LQ.D,FID1A,11.351,0.1618,0.0555,
MBPR039_LQ.D,FID1A,11.905,0.0628,0.0233,
MBPR039_LQ.D,FID1A,12.035,0.0498,0.0245,
MBPR039_LQ.D,FID1A,12.543,0.0994,0.0245,
MBPR039_LQ.D,FID1A,12.661,0.0715,0.0240,
MBPR039_LQ.D,FID1A,13.399,0.0330,0.0210,
MBPR039_LQ.D,FID1A,13.511,0.0910,0.0383,
MBPR039_LQ.D,FID1A,13.586,0.1260,0.0438,
MBPR039_LQ.D,FID1A,15.366,0.0505,0.0270,
MBPR039_LQ.D,FID1A,16.028,0.1262,0.0328,
MBPR039_LQ.D,FID1A,17.105,0.0517,0.0197,
MBPR039_LQ.D,FID1A,17.924,8.8109,5.5784,
MBPR039_LQ.D,FID1A,18.079,0.0607,0.0214,
MBPR039_LQ.D,FID1A,18.485,0.0351,0.0377,
MBPR039_LQ.D,FID1A,18.660,0.0812,0.0225,
MBPR039_LQ.D,FID1A,18.819,0.0802,0.0457,
MBPR039_LQ.D,FID1A,18.898,0.0636,0.0238,
MBPR039_LQ.D,FID1A,18.979,0.0943,0.0224,
MBPR039_LQ.D,FID1A,19.143,0.0615,0.0244,
MBPR039_LQ.D,FID1A,19.269,0.0919,0.0330,
MBPR039_LQ.D,FID1A,19.538,0.0748,0.0210,
MBPR039_LQ.D,FID1A,20.698,0.1368,0.0314,
MBPR039_LQ.D,FID1A,20.957,0.1416,0.0377,
MBPR039_LQ.D,FID1A,21.145,0.0793,0.0393,
MBPR039_LQ.D,FID1A,21.388,0.0320,0.0192,
MBPR039_LQ.D,FID1A,22.102,0.0396,0.0208,
MBPR039_LQ.D,FID1A,22.635,0.1559,0.0441,
MBPR039_LQ.D,FID1A,23.006,0.0850,0.0288,
MBPR039_LQ.D,FID1A,23.385,0.0569,0.0250,
MBPR039_LQ.D,FID1A,25.526,0.0353,0.0236,
MBPR039_LQ.D,FID1A,25.849,0.1785,0.0337,
MBPR039_LQ.D,FID1A,26.405,0.0435,0.0446,
MBPR039_LQ.D,FID1A,27.951,0.2481,0.0713,
MBPR039_LQ.D,FID1A,29.367,1.0946,0.6151,
MBPR039_LQ.D,FID1A,31.242,32.8688,0.3889,
MBPR039_LQ.D,FID1A,31.548,3.8201,0.2315,
MBPR039_LQ.D,FID1A,31.762,0.0980,0.1510,
